TOKEN_ID,TOKEN_NAME,Background,Doges,Face Acc,Glasses,Shirts,Torso Acc,Hats,Backpacks,Pet,Left Ear,Right Ear,plants,Head Acc,Unique Doge,NUM_TRAITS,RARITY_SCORE,Rank
858,DogeX#858,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,1
3847,DogeX#3847,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,2
8963,DogeX#8963,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,3
9307,DogeX#9307,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,4
4271,DogeX#4271,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,5
2434,DogeX#2434,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,6
715,DogeX#715,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,7
5061,DogeX#5061,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,8
251,DogeX#251,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,9
4034,DogeX#4034,4844.7,3149.055,1799.4599999999998,2999.1,999.6999999999999,17.272368258669626,1517.6168674698795,5.350462784010058,7.778037123485606,15.7275814708453,4.237384950750848,23.07507144427347,21.190774200060563,114511.09090909091,31490.55,161405.9044567929,10
