TOKEN_ID,TOKEN_NAME,Tribe,Background,Clothing,Neckwear,Headwear,Eyewear,Mouthpiece,NUM_TRAITS,RARITY_SCORE,Rank
5105,UNKNOWN,3125.0,451.8072289156627,363.6363636363637,3.040129712201054,2.7870680044593086,504.2016806722688,2.492025518341308,11.676786548341896,4464.641283007639,1
4549,UNKNOWN,3125.0,134.40860215053763,94.48818897637796,31.57894736842105,25.376416849940785,36.01440576230492,595.2380952380953,252.5252525252525,4294.62990887093,2
8971,UNKNOWN,3125.0,451.8072289156627,3.1804929764113434,3.040129712201054,2.7870680044593086,608.5192697768762,2.492025518341308,30.15681544028951,4226.983030344241,3
5863,UNKNOWN,3125.0,134.40860215053763,279.06976744186045,3.040129712201054,101.11223458038423,519.0311418685121,2.492025518341308,12.1921482565228,4176.34604952836,4
4891,UNKNOWN,3125.0,451.8072289156627,3.1804929764113434,3.040129712201054,521.7391304347826,43.78922784994891,2.492025518341308,11.676786548341896,4162.725021955689,5
4010,UNKNOWN,3125.0,451.8072289156627,26.43171806167401,29.411764705882348,24.244383384515917,35.364847341742305,94.33962264150944,252.5252525252525,4039.1248175762394,6
1393,UNKNOWN,3125.0,451.8072289156627,279.06976744186045,3.040129712201054,2.7870680044593086,42.420814479638004,98.4251968503937,12.1921482565228,4014.742353660738,7
9462,UNKNOWN,3125.0,451.8072289156627,3.1804929764113434,31.847133757961785,121.90166598943519,2.7773148919624506,201.61290322580646,12.1921482565228,3950.318888013762,8
4383,UNKNOWN,3125.0,134.40860215053763,25.36997885835095,3.040129712201054,2.7870680044593086,2.7773148919624506,595.2380952380953,11.676786548341896,3900.297975403949,9
2145,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,576.9230769230769,2.7870680044593086,2.7773148919624506,2.492025518341308,30.15681544028951,3877.725395905078,10
10438,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,30.80082135523614,465.83850931677017,2.7773148919624506,98.4251968503937,12.1921482565228,3872.623085797834,11
2316,UNKNOWN,3125.0,451.8072289156627,94.48818897637796,3.040129712201054,2.7870680044593086,149.55134596211366,2.492025518341308,11.676786548341896,3840.8427736374983,12
6993,UNKNOWN,3125.0,134.40860215053763,26.43171806167401,3.040129712201054,2.7870680044593086,519.0311418685121,2.492025518341308,11.676786548341896,3824.867471864068,13
313,UNKNOWN,3125.0,134.40860215053763,23.809523809523807,3.040129712201054,2.7870680044593086,504.2016806722688,2.492025518341308,11.676786548341896,3807.4158164156747,14
5461,UNKNOWN,3125.0,451.8072289156627,94.48818897637796,27.932960893854748,25.931368311867924,35.364847341742305,2.492025518341308,29.797377830750893,3792.813997788598,15
1886,UNKNOWN,3125.0,134.40860215053763,480.0,3.040129712201054,2.7870680044593086,30.744004919040787,2.492025518341308,11.676786548341896,3790.1486168529227,16
11827,UNKNOWN,3125.0,134.40860215053763,480.0,3.040129712201054,25.931368311867924,2.7773148919624506,2.492025518341308,11.676786548341896,3785.326227133253,17
7994,UNKNOWN,3125.0,451.8072289156627,3.1804929764113434,120.96774193548387,2.7870680044593086,2.7773148919624506,2.492025518341308,30.15681544028951,3739.16868768261,18
453,UNKNOWN,3125.0,134.40860215053763,279.06976744186045,140.18691588785046,2.7870680044593086,36.01440576230492,2.492025518341308,12.1921482565228,3732.1509330218764,19
8914,UNKNOWN,3125.0,451.8072289156627,3.1804929764113434,3.040129712201054,2.7870680044593086,2.7773148919624506,98.0392156862745,30.15681544028951,3716.7882656272604,20
4858,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,3.040129712201054,372.6708074534161,2.7773148919624506,2.492025518341308,30.15681544028951,3673.7261881431596,21
4230,UNKNOWN,3125.0,451.8072289156627,25.36997885835095,33.03964757709251,2.7870680044593086,2.7773148919624506,2.492025518341308,11.676786548341896,3654.9500503142112,22
2928,UNKNOWN,3125.0,451.8072289156627,22.641509433962263,3.040129712201054,25.82866982350409,2.7773148919624506,2.492025518341308,11.676786548341896,3645.263664843976,23
5141,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,28.51711026615969,2.7870680044593086,149.55134596211366,98.4251968503937,12.1921482565228,3554.061964466598,24
10945,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,114.50381679389312,112.4437781109445,2.7773148919624506,2.492025518341308,11.676786548341896,3506.4828169904326,25
7910,UNKNOWN,3125.0,134.40860215053763,24.43991853360489,30.80082135523614,121.90166598943519,34.19972640218878,2.492025518341308,29.797377830750893,3503.040137780095,26
11432,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,30.80082135523614,25.931368311867924,37.3087924387514,98.4251968503937,29.797377830750893,3484.852651913949,27
11536,UNKNOWN,3125.0,134.40860215053763,25.36997885835095,29.411764705882348,2.7870680044593086,149.55134596211366,2.492025518341308,12.1921482565228,3481.2129334562082,28
8976,UNKNOWN,3125.0,134.40860215053763,22.5140712945591,118.11023622047244,2.7870680044593086,34.19972640218878,2.492025518341308,12.1921482565228,3451.7038778470815,29
383,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,118.11023622047244,27.752081406105457,2.7773148919624506,2.492025518341308,11.676786548341896,3425.3975397121726,30
6633,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,3.040129712201054,121.90166598943519,2.7773148919624506,2.492025518341308,30.15681544028951,3422.9570466791783,31
11464,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,3.040129712201054,106.04453870625663,2.7773148919624506,2.492025518341308,30.15681544028951,3407.099919396,32
3752,UNKNOWN,3125.0,134.40860215053763,3.1804929764113434,3.040129712201054,2.7870680044593086,2.7773148919624506,93.98496240601504,30.15681544028951,3395.3353855818764,33
776,UNKNOWN,3125.0,134.40860215053763,25.917926565874733,30.80082135523614,2.7870680044593086,33.296337402885676,2.492025518341308,12.1921482565228,3366.8949292538578,34
8658,UNKNOWN,3125.0,134.40860215053763,22.641509433962263,29.469548133595282,2.7870680044593086,34.19972640218878,2.492025518341308,12.1921482565228,3363.1906278996075,35
