TOKEN_ID,TOKEN_NAME,Robot Type,Backpack,Arm,Body,Head Shape,Eyes,Ear,Mouth,Top,Chassis Color,Background Color,Helmet,Human Arm,Cyborgo Face,Computo Head,Face,NUM_TRAITS,RARITY_SCORE,Rank
9755,Roboto Quetzalbot #9755,49995.0,33330.0,24997.5,11763.529411764706,44440.0,32.84552845528456,5.783111625216889,21050.526315789473,2.8915558126084444,30.300000000000004,40.06009615384616,19998.0,8.267906976744186,5.905647840531562,5.734933539811589,20.012008405884114,99990.0,305716.35651636403,1
9521,Roboto Robodad #9521,49995.0,33330.0,24997.5,11763.529411764706,44440.0,32.84552845528456,19998.0,21050.526315789473,9999.0,89.47651006711409,37.918088737201366,3.040133779264214,8.267906976744186,5.905647840531562,5.734933539811589,20.012008405884114,26.65689149560117,215803.4133768516,2
4724,Roboto Boomboto #4724,49995.0,33330.0,24997.5,11763.529411764706,44440.0,32.84552845528456,5.783111625216889,57.35838233185144,2.8915558126084444,31.567482241515393,38.62108922363848,3.040133779264214,8.267906976744186,5.905647840531562,5.734933539811589,20.012008405884114,2702.432432432432,167440.48962442944,3
2947,Roboto Explosivo #2947,8332.499999999998,25.917573872472786,23.44981238273921,11763.529411764706,17.13184271395528,32.84552845528456,41.14814814814815,57.35838233185144,51.01530612244898,30.300000000000004,40.596833130328875,3.040133779264214,8.267906976744186,5.905647840531562,5.734933539811589,33329.99999999999,26.65689149560117,53795.39835255388,4
4492,Roboto Explosivo #4492,8332.499999999998,20.498154981549817,22.954545454545453,11763.529411764706,13.874492663128317,32.84552845528456,44.048458149779734,57.35838233185144,42.54893617021276,30.300000000000004,43.17357512953368,3.040133779264214,8.267906976744186,5.905647840531562,5.734933539811589,33329.99999999999,26.65689149560117,53783.23699873254,5
2130,Roboto Explosivo #2130,8332.499999999998,77.87383177570094,24.483349657198822,5881.764705882353,13.874492663128317,32.84552845528456,41.14814814814815,57.35838233185144,40.31854838709677,31.5177304964539,40.895705521472394,3.040133779264214,8.267906976744186,5.905647840531562,5.734933539811589,33329.99999999999,26.65689149560117,47954.18593695063,6
4626,Roboto Explosivo #4626,8332.499999999998,20.498154981549817,23.25348837209302,5881.764705882353,54.32762836185819,32.84552845528456,43.19222462203024,57.35838233185144,53.75806451612903,31.567482241515393,38.62108922363848,3.040133779264214,8.267906976744186,5.905647840531562,5.734933539811589,33329.99999999999,26.65689149560117,47949.29226262024,7
6802,Roboto Explosivo #6802,8332.499999999998,26.578947368421055,23.44981238273921,5881.764705882353,13.874492663128317,32.84552845528456,42.73076923076923,57.35838233185144,51.276923076923076,31.5177304964539,43.17357512953368,3.040133779264214,8.267906976744186,5.905647840531562,5.734933539811589,33329.99999999999,26.65689149560117,47916.6763806494,8
4420,Roboto Explosivo #4420,8332.499999999998,26.285488958990538,24.082369942196532,5881.764705882353,17.496062992125985,32.84552845528456,41.31818181818182,57.35838233185144,44.243362831858406,30.789838337182445,37.66101694915255,3.040133779264214,8.267906976744186,5.905647840531562,5.734933539811589,33329.99999999999,26.65689149560117,47905.95045213112,9
4477,Roboto Computo #4477,1388.75,21.642857142857142,24.483349657198822,51.145780051150886,1234.4444444444443,32.84552845528456,5.783111625216889,57.35838233185144,2.8915558126084444,30.789838337182445,41.87185929648241,3.040133779264214,8.267906976744186,5.905647840531562,14284.285714285716,20.012008405884114,2702.432432432432,19915.95055087485,10
