TOKEN_ID,TOKEN_NAME,Background,Fur,Eyes,Glasses,Mouth,Hat,Clothes,Chain,NUM_TRAITS,RARITY_SCORE,Rank
1554,Chunky Bunny#1554,20.403377110694183,2900.0,9.757738896366083,67.54658385093168,7.926384839650146,34.64755077658304,3.9656311962987445,183.54430379746833,28.750826173165898,3256.5423966411577,1
5816,Chunky Bunny#5816,20.403377110694183,2900.0,47.77594728171334,4.794973544973545,7.926384839650146,34.27895981087471,33.5195530726257,5.681818181818182,11.28697457187338,3065.6679884142227,2
3785,Chunky Bunny#3785,20.880835233409336,2900.0,47.30831973898858,4.794973544973545,7.926384839650146,34.64755077658304,24.0,5.681818181818182,11.28697457187338,3056.526856887296,3
493,Chunky Bunny#493,24.87846725764941,2900.0,47.77594728171334,4.794973544973545,7.926384839650146,26.964202696420273,3.9656311962987445,5.681818181818182,11.28697457187338,3033.2743995703963,4
2906,Chunky Bunny#2906,20.403377110694183,2900.0,9.757738896366083,4.794973544973545,7.926384839650146,36.61616161616162,27.649769585253456,5.681818181818182,11.28697457187338,3024.1171983467902,5
3010,Chunky Bunny#3010,142.38952536824877,24.871355060034304,47.77594728171334,66.5137614678899,228.94736842105263,1074.0740740740741,3.9656311962987445,5.681818181818182,388.3928571428571,1982.6123381939872,6
4821,Chunky Bunny#4821,20.036849378166742,85.29411764705883,47.30831973898858,71.31147540983606,7.926384839650146,22.29911572472126,1000.0,367.08860759493666,28.750826173165898,1650.0156965065244,7
1956,Chunky Bunny#1956,19.62553575456801,24.046434494195687,48.82154882154882,67.54658385093168,228.94736842105263,805.5555555555555,34.48275862068965,5.681818181818182,388.3928571428571,1623.1004608432172,8
5424,Chunky Bunny#5424,20.403377110694183,26.41165755919854,9.757738896366083,4.794973544973545,228.94736842105263,1074.0740740740741,27.649769585253456,5.681818181818182,28.750826173165898,1426.4716035465967,9
2685,Chunky Bunny#2685,20.880835233409336,23.424878836833603,9.757738896366083,639.7058823529412,282.46753246753246,28.389623103279494,22.900763358778626,5.681818181818182,388.3928571428571,1421.6019295738163,10
5262,Chunky Bunny#5262,19.62553575456801,24.046434494195687,47.30831973898858,116.31016042780749,258.92857142857144,27.191748710736054,3.9656311962987445,446.15384615384613,388.3928571428571,1331.9231050478693,11
2557,Chunky Bunny#2557,67.5990675990676,27.51423149905123,48.82154882154882,4.794973544973545,7.926384839650146,1074.0740740740741,57.69230769230769,5.681818181818182,11.28697457187338,1305.3913808243647,12
3454,Chunky Bunny#3454,20.56008507621411,14.299802761341223,9.757738896366083,116.31016042780749,228.94736842105263,54.61393596986817,3.9656311962987445,446.15384615384613,388.3928571428571,1283.0014260456517,13
4816,Chunky Bunny#4816,20.403377110694183,24.871355060034304,9.757738896366083,4.794973544973545,258.92857142857144,460.3174603174603,24.0,446.15384615384613,28.750826173165898,1277.978148685112,14
