TOKEN_ID,TOKEN_NAME,Expression,Body,Neck Accessory,Face Accessory,Hat,Tier,Unique Bear,NUM_TRAITS,RARITY_SCORE,Rank
6097,Winter Bear #6097,4153.846153846154,2250.0,8.478568064060292,9.955752212389381,2000.0,18000.0,90000.0,27000.0,143422.2804741226,1
1178,Winter Bear #1178,4153.846153846154,2250.0,8.478568064060292,9.955752212389381,2000.0,18000.0,90000.0,27000.0,143422.2804741226,2
6520,Winter Bear #6520,4153.846153846154,2250.0,8.478568064060292,9.955752212389381,2000.0,18000.0,90000.0,27000.0,143422.2804741226,3
2573,Winter Bear #2573,4153.846153846154,2250.0,8.478568064060292,9.955752212389381,2000.0,18000.0,90000.0,27000.0,143422.2804741226,4
8848,Winter Bear #8848,4153.846153846154,2250.0,8.478568064060292,9.955752212389381,2000.0,18000.0,90000.0,27000.0,143422.2804741226,5
7066,Winter Bear #7066,35.68596352101507,89.28571428571429,1800.0,52.631578947368425,270.27027027027026,97.61388286334056,9.004502251125562,51.15574081091322,2405.647652949747,6
3417,Winter Bear #3417,32.91478727294892,261.6279069767442,1800.0,9.955752212389381,80.0,97.61388286334056,9.004502251125562,23.931926963304377,2315.048758539853,7
332,Winter Bear #332,85.11979823455232,32.05128205128205,1800.0,70.49608355091384,101.010101010101,97.61388286334056,9.004502251125562,51.15574081091322,2246.4513907722285,8
4394,Winter Bear #4394,35.68596352101507,108.17307692307693,1800.0,116.3793103448276,25.839793281653748,97.61388286334056,9.004502251125562,51.15574081091322,2243.8522699959526,9
8296,Winter Bear #8296,94.83667017913594,43.9453125,1800.0,81.81818181818181,41.84100418410041,97.61388286334056,9.004502251125562,51.15574081091322,2220.2152946067977,10
8811,Winter Bear #8811,32.65602322206096,32.608695652173914,1800.0,135.0,55.865921787709496,97.61388286334056,9.004502251125562,51.15574081091322,2213.9047665873236,11
2560,Winter Bear #2560,103.32950631458095,64.28571428571429,1800.0,81.81818181818181,23.64066193853428,65.35947712418302,9.004502251125562,51.15574081091322,2198.593784543233,12
1957,Winter Bear #1957,32.65602322206096,73.05194805194805,1800.0,60.53811659192825,53.763440860215056,97.61388286334056,9.004502251125562,51.15574081091322,2177.7836546515314,13
853,Winter Bear #853,81.7686250757117,89.28571428571429,1800.0,37.24137931034483,23.148148148148145,65.35947712418302,9.004502251125562,51.15574081091322,2156.9635870061406,14
7311,Winter Bear #7311,32.65602322206096,34.50920245398774,1800.0,116.3793103448276,47.39336492890995,65.35947712418302,9.004502251125562,51.15574081091322,2156.457621136008,15
3077,Winter Bear #3077,29.54371375424007,34.50920245398774,1800.0,51.233396584440236,82.64462809917356,97.61388286334056,9.004502251125562,51.15574081091322,2155.705066817221,16
9054,Winter Bear #9054,32.65602322206096,39.19860627177701,1800.0,135.0,25.25252525252525,48.38709677419355,9.004502251125562,51.15574081091322,2140.6544945825954,17
1032,Winter Bear #1032,32.91478727294892,32.608695652173914,1800.0,135.0,23.148148148148145,48.38709677419355,9.004502251125562,51.15574081091322,2132.2189709095032,18
6752,Winter Bear #6752,72.3666577325114,30.32345013477089,1800.0,37.24137931034483,55.55555555555556,65.35947712418302,9.004502251125562,51.15574081091322,2121.0067629194045,19
3669,Winter Bear #3669,103.32950631458095,48.283261802575105,1800.0,37.24137931034483,23.419203747072597,48.38709677419355,9.004502251125562,51.15574081091322,2120.8206910108056,20
2122,Winter Bear #2122,59.34065934065934,38.26530612244898,1800.0,37.24137931034483,48.309178743961354,65.35947712418302,9.004502251125562,51.15574081091322,2108.6762437036364,21
685,Winter Bear #685,28.18077444943117,31.779661016949152,1800.0,50.27932960893855,53.763440860215056,65.35947712418302,9.004502251125562,51.15574081091322,2089.5229261217555,22
4578,Winter Bear #4578,61.99770378874856,31.779661016949152,1800.0,34.48275862068966,49.504950495049506,48.38709677419355,9.004502251125562,51.15574081091322,2086.3124137576697,23
453,Winter Bear #453,29.54371375424007,34.50920245398774,1800.0,62.93706293706294,32.78688524590164,48.38709677419355,9.004502251125562,51.15574081091322,2068.324204227425,24
2498,Winter Bear #2498,29.29369643050884,69.44444444444446,1800.0,9.955752212389381,55.865921787709496,65.35947712418302,9.004502251125562,23.931926963304377,2062.855721213665,25
9836,Winter Bear #9836,69.69540526587507,35.714285714285715,1800.0,9.955752212389381,41.84100418410041,48.38709677419355,9.004502251125562,23.931926963304377,2038.5299733652744,26
2647,Winter Bear #2647,32.91478727294892,32.608695652173914,1800.0,50.27932960893855,25.974025974025974,34.68208092485549,9.004502251125562,51.15574081091322,2036.6191624949815,27
2992,Winter Bear #2992,29.62800395040053,36.644951140065146,1800.0,51.233396584440236,23.64066193853428,34.68208092485549,9.004502251125562,51.15574081091322,2035.9893376003345,28
3871,Winter Bear #3871,32.91478727294892,32.89473684210527,1800.0,9.955752212389381,78.74015748031496,48.38709677419355,9.004502251125562,23.931926963304377,2035.8289597963824,29
998,Winter Bear #998,28.18077444943117,35.714285714285715,1800.0,51.233396584440236,23.419203747072597,34.68208092485549,9.004502251125562,51.15574081091322,2033.3899844821237,30
3401,Winter Bear #3401,82.091821222256,34.50920245398774,1800.0,9.955752212389381,34.013605442176875,34.68208092485549,9.004502251125562,23.931926963304377,2028.1888914700955,31
2208,Winter Bear #2208,29.62800395040053,54.08653846153847,1800.0,9.955752212389381,31.645569620253163,34.68208092485549,9.004502251125562,23.931926963304377,1992.934374383867,32
7157,Winter Bear #7157,59.34065934065934,27.985074626865675,1800.0,9.955752212389381,25.25252525252525,27.769207034865783,9.004502251125562,23.931926963304377,1983.2396476817355,33
2297,Winter Bear #2297,39.0399074609601,34.50920245398774,1800.0,9.955752212389381,30.581039755351682,34.68208092485549,9.004502251125562,23.931926963304377,1981.7044120219743,34
3957,Winter Bear #3957,32.65602322206096,35.714285714285715,1800.0,9.955752212389381,25.25252525252525,27.769207034865783,9.004502251125562,23.931926963304377,1964.284222650557,35
3508,Winter Bear #3508,29.54371375424007,489.13043478260875,1125.0,9.955752212389381,49.504950495049506,97.61388286334056,9.004502251125562,23.931926963304377,1833.6851633220585,36
4707,Winter Bear #4707,122.89485662266729,31.779661016949152,830.7692307692308,9.955752212389381,625.0,97.61388286334056,9.004502251125562,23.931926963304377,1750.9498126990075,37
5098,Winter Bear #5098,32.91478727294892,32.05128205128205,1125.0,421.875,26.7379679144385,48.38709677419355,9.004502251125562,51.15574081091322,1747.126377074902,38
282,Winter Bear #282,32.65602322206096,31.779661016949152,1125.0,355.2631578947368,28.169014084507044,48.38709677419355,9.004502251125562,51.15574081091322,1681.4151960544864,39
5562,Winter Bear #5562,39.0399074609601,50.22321428571429,1125.0,81.81818181818181,163.93442622950818,97.61388286334056,9.004502251125562,51.15574081091322,1617.7898557197436,40
2263,Winter Bear #2263,39.0399074609601,75.503355704698,830.7692307692308,421.875,63.69426751592357,97.61388286334056,9.004502251125562,51.15574081091322,1588.655887376192,41
4324,Winter Bear #4324,103.32950631458095,83.95522388059702,1125.0,81.81818181818181,25.839793281653748,97.61388286334056,9.004502251125562,51.15574081091322,1577.7168312203926,42
5322,Winter Bear #5322,103.32950631458095,69.01840490797548,1125.0,81.81818181818181,30.581039755351682,97.61388286334056,9.004502251125562,51.15574081091322,1567.5212587214692,43
5905,Winter Bear #5905,101.80995475113122,89.28571428571429,1125.0,34.48275862068966,55.865921787709496,97.61388286334056,9.004502251125562,51.15574081091322,1564.2184753706242,44
8856,Winter Bear #8856,35.68596352101507,64.28571428571429,1125.0,100.37174721189591,73.52941176470588,97.61388286334056,9.004502251125562,51.15574081091322,1556.6469627087104,45
8198,Winter Bear #8198,39.0399074609601,35.714285714285715,1125.0,135.0,55.865921787709496,97.61388286334056,9.004502251125562,51.15574081091322,1548.3942408883345,46
4918,Winter Bear #4918,29.54371375424007,27.985074626865675,1125.0,52.631578947368425,138.88888888888889,97.61388286334056,9.004502251125562,51.15574081091322,1531.823382142742,47
5869,Winter Bear #5869,29.29369643050884,48.913043478260875,1125.0,52.631578947368425,99.00990099009901,97.61388286334056,9.004502251125562,51.15574081091322,1512.6223457716164,48
