TOKEN_ID,TOKEN_NAME,Background,Body,Special Character,Accessory,Eyes,Mouth,Hat And Hair,NUM_TRAITS,RARITY_SCORE,Rank
94,8Bit#94,31.586380832282472,15.357449417535255,2701.2549019607845,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,34441.0,41135.02259775682,1
93,8Bit#93,31.586380832282472,1789.142857142857,1473.4117647058824,1080.5019607843137,918.4266666666666,1312.0380952380951,20.063205417607225,34441.0,41066.1709307877,2
33,8Bit#33,31.352753755120617,12524.0,5402.509803921569,257.2623716153128,6888.2,339.320197044335,2962.6666666666665,1766.2051282051284,30171.516921208135,3
96,8Bit#96,31.586380832282472,1789.142857142857,16207.529411764706,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,5298.615384615385,27272.697899901446,4
88,8Bit#88,31.586380832282472,1789.142857142857,16207.529411764706,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,5298.615384615385,27272.697899901446,5
89,8Bit#89,31.586380832282472,1789.142857142857,16207.529411764706,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,5298.615384615385,27272.697899901446,6
90,8Bit#90,31.586380832282472,1789.142857142857,16207.529411764706,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,5298.615384615385,27272.697899901446,7
95,8Bit#95,31.586380832282472,1789.142857142857,16207.529411764706,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,5298.615384615385,27272.697899901446,8
98,8Bit#98,31.586380832282472,1789.142857142857,16207.529411764706,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,5298.615384615385,27272.697899901446,9
35,8Bit#35,23.497185741088177,12524.0,5402.509803921569,257.2623716153128,6888.2,339.320197044335,25.54022988505747,1766.2051282051284,27226.53491641249,10
48,8Bit#48,20.24303871868342,1473.4117647058824,16207.529411764706,257.2623716153128,293.1148936170213,339.320197044335,31.856630824372758,1766.2051282051284,20388.94343649544,11
102,8Bit#102,31.586380832282472,1789.142857142857,8103.764705882353,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,5298.615384615385,19168.933194019097,12
97,8Bit#97,31.586380832282472,1789.142857142857,8103.764705882353,1080.5019607843137,918.4266666666666,1312.0380952380951,634.8571428571429,5298.615384615385,19168.933194019097,13
71,8Bit#71,23.31623931623931,24.224371373307545,1.8346761842613435,16207.529411764706,36.25368421052632,339.320197044335,296.26666666666665,7.797373783110709,16936.54262034315,14
25,8Bit#25,53.52136752136752,18.861445783132528,1.8346761842613435,16207.529411764706,293.1148936170213,27.070937315779133,296.26666666666665,7.797373783110709,16905.996772636045,15
