TOKEN_ID,TOKEN_NAME,Background,Body,Head,Accessory II,# Traits,Eyes,Mouth,Accessory I,Clothes,Custom,Name,NUM_TRAITS,RARITY_SCORE,Rank
4035,CrypToadz #4035,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,779.1428571428572,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,8960.142857142857,47040.75,779.1428571428572,57958.237113352545,1
37,CrypToadz #37,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,779.1428571428572,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,8960.142857142857,47040.75,779.1428571428572,57958.237113352545,2
318,CrypToadz #318,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,779.1428571428572,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,8960.142857142857,47040.75,779.1428571428572,57958.237113352545,3
3661,CrypToadz #3661,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,779.1428571428572,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,8960.142857142857,47040.75,779.1428571428572,57958.237113352545,4
466,CrypToadz #466,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,779.1428571428572,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,8960.142857142857,47040.75,779.1428571428572,57958.237113352545,5
1943,CrypToadz #1943,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,779.1428571428572,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,8960.142857142857,47040.75,779.1428571428572,57958.237113352545,6
4911,CrypToadz #4911,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,779.1428571428572,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,8960.142857142857,47040.75,779.1428571428572,57958.237113352545,7
1519,CrypToadz #1519,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,12544.2,6.756786842861248,655.6202090592335,14261.255746885305,8
6131,CrypToadz #6131,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,12544.2,6.756786842861248,655.6202090592335,14261.255746885305,9
3250,CrypToadz #3250,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,12544.2,6.756786842861248,655.6202090592335,14261.255746885305,10
5844,CrypToadz #5844,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,12544.2,6.756786842861248,655.6202090592335,14261.255746885305,11
2208,CrypToadz #2208,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,12544.2,6.756786842861248,655.6202090592335,14261.255746885305,12
4566,CrypToadz #4566,1100.3684210526317,5376.085714285714,67.00961538461539,114.24590163934428,69.1013587954462,80.79132674967798,99.03315789473683,6.500708239765073,13.882470119521914,9.116424418604652,6.756786842861248,69.1013587954462,7011.993244218364,13
4803,CrypToadz #4803,1100.3684210526317,5376.085714285714,2.146288882044965,97.46853146853147,62.151279933938895,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,9.116424418604652,6.756786842861248,62.151279933938895,6745.843493465585,14
6491,CrypToadz #6491,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,4824.6923076923085,6.756786842861248,655.6202090592335,6541.748054577612,15
5128,CrypToadz #5128,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,4824.6923076923085,6.756786842861248,655.6202090592335,6541.748054577612,16
4096,CrypToadz #4096,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,4824.6923076923085,6.756786842861248,655.6202090592335,6541.748054577612,17
2709,CrypToadz #2709,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,4824.6923076923085,6.756786842861248,655.6202090592335,6541.748054577612,18
2846,CrypToadz #2846,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,4824.6923076923085,6.756786842861248,655.6202090592335,6541.748054577612,19
2521,CrypToadz #2521,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,4824.6923076923085,6.756786842861248,655.6202090592335,6541.748054577612,20
1793,CrypToadz #1793,234.91011235955057,120.81091492776886,2.146288882044965,11.592459107291377,655.6202090592335,3.7305061559507524,5.485082132081796,6.500708239765073,13.882470119521914,4824.6923076923085,6.756786842861248,655.6202090592335,6541.748054577612,21
