TOKEN_ID,TOKEN_NAME,Background,Skin,Mouth,Eyes,Dad Joke,Clothes,Facial Hair,Hair,Holding,Jewelry,Eyewear,Hat,Neck,Accessory,Dad's Top Pick,NUM_TRAITS,RARITY_SCORE,Rank
1552,Abducted Beer Belly #1552,65500.0,109166.66666666667,33589.74358974359,48518.51851851852,10000.0,49.445157394126966,5.992680695333943,16794.871794871797,2.1445912916496823,29.237808280325858,14.155581729574358,4.261867348565442,27.45755606791029,13.433141919606234,131000.0,63.715953307393,414779.6449078351,1
9123,Shredded Dad #9123,65500.0,109166.66666666667,33589.74358974359,48518.51851851852,10000.0,49.445157394126966,5.992680695333943,16794.871794871797,2.1445912916496823,29.237808280325858,14.155581729574358,4.261867348565442,27.45755606791029,13.433141919606234,131000.0,63.715953307393,414779.6449078351,2
4191,FrankenDad #4191,65500.0,109166.66666666667,33589.74358974359,48518.51851851852,10000.0,49.445157394126966,5.992680695333943,16794.871794871797,2.1445912916496823,29.237808280325858,14.155581729574358,4.261867348565442,27.45755606791029,13.433141919606234,131000.0,63.715953307393,414779.6449078351,3
8334,OG Dad #8334,65500.0,109166.66666666667,33589.74358974359,48518.51851851852,10000.0,49.445157394126966,5.992680695333943,3.4212409441580354,2.1445912916496823,29.237808280325858,14.155581729574358,4.261867348565442,27.45755606791029,13.433141919606234,131000.0,40.52214798317248,397965.0005485833,4
3428,Diamond Dad #3428,65500.0,109166.66666666667,33589.74358974359,48518.51851851852,10000.0,49.445157394126966,5.992680695333943,3.4212409441580354,2.1445912916496823,29.237808280325858,14.155581729574358,4.261867348565442,27.45755606791029,13.433141919606234,131000.0,40.52214798317248,397965.0005485833,5
5819,CryptoDad #5819,61.79245283018868,44.740437158469945,113.86353759235116,66.19170329947956,144.92753623188406,106.97370569982034,26200.0,171.37624280481424,2.1445912916496823,29.237808280325858,434.63835434638355,679.8131811105344,27.45755606791029,3852.9411764705883,65.53276638319159,1010.8024691358025,33012.433518703394,6
5593,CryptoDad #5593,56.80832610581092,50.49337033610854,112.34027956435985,63.34010250459337,131.57894736842104,49.445157394126966,26200.0,202.3478529502626,2.1445912916496823,527.1629778672032,657.96082370668,75.89363304559411,27.45755606791029,13.433141919606234,65.53276638319159,323.6166007905138,28559.55612729603,7
3592,CryptoDad #3592,56.80832610581092,1882.1839080459772,91.5251868930343,49.257379206617784,74.07407407407408,106.97370569982034,5.992680695333943,266.5852665852666,19552.23880597015,29.237808280325858,636.8497812348079,177.50677506775068,27.45755606791029,13.433141919606234,65.53276638319159,323.6166007905138,23359.273763020192,8
7731,CryptoDad #7731,62.32159847764034,44.740437158469945,105.62812449604903,66.92209450830141,74.07407407407408,111.22431652232976,1048.0,169.64516964516963,19552.23880597015,894.19795221843,14.155581729574358,4.261867348565442,27.45755606791029,13.433141919606234,65.53276638319159,323.6166007905138,22577.45008730998,9
257,CryptoDad #257,66.09485368314834,50.49337033610854,112.34027956435985,64.7777283291302,128.2051282051282,57.516684229012995,5.992680695333943,207.34409623298515,19552.23880597015,527.1629778672032,14.155581729574358,4.261867348565442,27.45755606791029,13.433141919606234,65.53276638319159,149.68007312614262,21046.687591687554,10
2290,CryptoDad #2290,66.09485368314834,70.06846384253316,102.40775484677923,49.257379206617784,128.2051282051282,57.516684229012995,5.992680695333943,209.93589743589743,19552.23880597015,29.237808280325858,14.155581729574358,4.261867348565442,27.45755606791029,13.433141919606234,65.53276638319159,105.98705501618124,20501.783424859957,11
2259,CryptoDad #2259,210.61093247588425,44.740437158469945,106.63410663410664,64.26293843512386,114.9425287356322,7197.802197802198,5.992680695333943,316.8843734881471,814.676616915423,29.237808280325858,661.6161616161617,4.261867348565442,1806.8965517241377,7705.882352941177,65.53276638319159,1010.8024691358025,20160.776789769683,12
6103,CryptoDad #6103,210.61093247588425,49.285176824680214,120.82641579044459,64.95116267539292,116.27906976744185,110.25079952869888,5.992680695333943,215.31886916502302,2.1445912916496823,29.237808280325858,14.155581729574358,177.50677506775068,10916.666666666666,7705.882352941177,65.53276638319159,323.6166007905138,20128.258250073748,13
4778,CryptoDad #4778,68.30031282586026,44.740437158469945,96.24568363823379,49.257379206617784,138.88888888888889,106.97370569982034,970.3703703703702,233.26210826210826,977.6119402985075,527.1629778672032,14.155581729574358,75.89363304559411,10916.666666666666,13.433141919606234,65.53276638319159,3210.78431372549,17509.279907686203,14
3309,CryptoDad #3309,210.61093247588425,44.740437158469945,122.5903050720569,63.34010250459337,136.986301369863,111.22431652232976,952.7272727272727,236.5474900686168,2.1445912916496823,29.237808280325858,661.6161616161617,912.8919860627177,4440.677966101695,5954.545454545454,65.53276638319159,3210.78431372549,17156.198205905774,15
1787,CryptoDad #1787,66.22851365015167,49.285176824680214,102.7209284090018,63.75626612157492,112.35955056179776,106.97370569982034,818.75,169.64516964516963,2.1445912916496823,527.1629778672032,14.155581729574358,4.261867348565442,1806.8965517241377,11909.090909090908,65.53276638319159,1010.8024691358025,16829.76702548323,16
7684,CryptoDad #7684,66.83673469387755,70.56668821374704,96.80041380329564,66.92209450830141,135.13513513513513,112.71726036826708,1048.0,262.4198717948718,2.1445912916496823,1408.6021505376343,434.63835434638355,4.261867348565442,27.45755606791029,11909.090909090908,65.53276638319159,1010.8024691358025,16721.928862719542,17
8322,CryptoDad #8322,210.61093247588425,44.740437158469945,120.82641579044459,49.257379206617784,111.11111111111111,109.77040388805095,5.992680695333943,230.06673691605198,2.1445912916496823,1408.6021505376343,661.6161616161617,4.261867348565442,4440.677966101695,7705.882352941177,65.53276638319159,1010.8024691358025,16181.896422597842,18
2464,CryptoDad #2464,307.51173708920186,50.49337033610854,102.7209284090018,49.257379206617784,102.04081632653062,115.56104446012704,1048.0,218.11521811521808,2.1445912916496823,29.237808280325858,2977.272727272727,75.89363304559411,1806.8965517241377,5954.545454545454,65.53276638319159,3210.78431372549,16116.008340211376,19
2389,CryptoDad #2389,66.09485368314834,44.740437158469945,103.67204811649258,66.19170329947956,126.58227848101265,115.03336845802599,952.7272727272727,430.63773833004603,2.1445912916496823,1408.6021505376343,657.96082370668,887.5338753387533,27.45755606791029,7705.882352941177,65.53276638319159,3210.78431372549,15871.578130246435,20
5721,CryptoDad #5721,66.09485368314834,44.740437158469945,110.13030685161831,49.257379206617784,108.69565217391305,57.516684229012995,5.992680695333943,202.3478529502626,2.1445912916496823,29.237808280325858,2977.272727272727,4.261867348565442,27.45755606791029,11909.090909090908,65.53276638319159,149.68007312614262,15809.4541458098,21
3339,CryptoDad #3339,2519.2307692307695,44.740437158469945,109.77040388805096,630.11063011063,136.986301369863,49.445157394126966,5.992680695333943,193.044503389331,2.1445912916496823,29.237808280325858,14.155581729574358,4.261867348565442,27.45755606791029,11909.090909090908,65.53276638319159,63.715953307393,15804.917916736096,22
