,txid,to_account,TOKEN_ID,current_owner,rank,time
0,0x0c78444148082ee7285844ca06b5dcf9429bad767355e5232b2fb3456195e135,0x2d668a27c7e4ae6713e5db851ff595a02353a9d4,10000,0x0000000000000000000000000000000000000000,5266,2022-01-05T01:20:23
1,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9999,0x0000000000000000000000000000000000000000,7182,2022-01-05T01:20:23
2,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9998,0x0000000000000000000000000000000000000000,2976,2022-01-05T01:20:23
3,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9997,0x0000000000000000000000000000000000000000,8129,2022-01-05T01:20:23
4,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9996,0x0000000000000000000000000000000000000000,2805,2022-01-05T01:20:23
5,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9995,0x0000000000000000000000000000000000000000,8614,2022-01-05T01:20:23
6,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9994,0x0000000000000000000000000000000000000000,5251,2022-01-05T01:20:23
7,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9993,0x0000000000000000000000000000000000000000,8672,2022-01-05T01:20:23
8,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9992,0x0000000000000000000000000000000000000000,3645,2022-01-05T01:20:23
9,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9991,0x0000000000000000000000000000000000000000,9075,2022-01-05T01:20:23
10,0x4c59de8f7c52cbd08db4d9e7e3b9aa69cf445c3814a26e72f10f2428293d9619,0x1f0cdd9406daea08bc07b97a24cea95a42c23521,9990,0x0000000000000000000000000000000000000000,5135,2022-01-05T01:20:23
11,0x756f93137d16b16f7f8b76c23e3595c051f2c7656c413f693774d84b30629809,0x31ddf44347e89ce1ee65b31174b690cb66f2713c,9989,0x0000000000000000000000000000000000000000,9065,2022-01-05T01:20:23
