TOKEN_ID,TOKEN_NAME,Backgrounds,Base character body,Eyes,Facial Hair,Mouth,Body accessories,Extra face accessories,Head accessories,Hand,Kandi,Rare,Hand ,Most Rare,NUM_TRAITS,RARITY_SCORE,Rank
2368,KING,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,1
2689,QUEEN,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,2
3969,MASTER,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,3
5042,GRAND PA,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,4
5338,GRAND MA,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,5
6500,SOCIALITE,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,6
6833,ZOMBIE,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,7
6992,WIZARD,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,8
8794,BABY,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,9
9159,COWBOY,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46.51162790697675,102.0974364665409,167272.72727272726,5111.111111111111,176743.1083350577,10
8937,RAVE ALIEN 1,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,11
8973,RAVE ALIEN 2,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,12
8998,RAVE ALIEN 3,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,13
9072,RAVE ALIEN 4,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,14
9429,RAVE ALIEN 5,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,15
9446,RAVE ALIEN 6,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,16
9533,RAVE ALIEN 7,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,17
9539,RAVE ALIEN 8,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,18
9617,RAVE ALIEN 9,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,19
9998,RAVE ALIEN 10,730.1587301587301,1393.9393939393938,494.6236559139785,33.129872702065214,494.6236559139785,151.8151815181518,83.33333333333333,168.4981684981685,165.91523895401264,494.6236559139785,46000.0,102.0974364665409,16.744016744016744,5111.111111111111,55440.61345116745,20
