TOKEN_ID,TOKEN_NAME,Background,Hands Type,Skin Type,Eyes,Tattoos,Clothes,Mouth,Hats & Hairs,Accessories,Hands Accessories,Trait Count,RARITY_SCORE,Rank
3275,nonfungiblealiens #3275,38.06913354652048,20.139364401659485,22.463328616034325,13.35327422283944,4.701059618838086,20.614306328592043,14.757969303423849,2.0933289792090566,1.300782550782551,1.6962233586918727,2525.2525252525256,2664.4412961791168,1
3929,nonfungiblealiens #3929,9.358564021936473,26.61273153076432,18.033939874844457,25.071453642882215,4.701059618838086,20.614306328592043,28.110417720807334,2.0933289792090566,1.300782550782551,1.6962233586918727,2525.2525252525256,2662.845332879874,2
2644,nonfungiblealiens #2644,9.416727875397857,20.139364401659485,20.990323460884532,25.071453642882215,4.701059618838086,20.614306328592043,31.069409059839682,2.0933289792090566,1.300782550782551,1.6962233586918727,2525.2525252525256,2662.345504529303,3
3394,nonfungiblealiens #3394,9.358564021936473,22.24347710034033,23.71129131692512,21.181055663814284,4.701059618838086,20.614306328592043,23.61275088547816,2.0933289792090566,1.300782550782551,1.6962233586918727,2525.2525252525256,2655.7653650771335,4
2040,nonfungiblealiens #2040,9.416727875397857,25.2595417919119,20.323963985935816,21.181055663814284,4.701059618838086,20.614306328592043,19.354713840555867,2.0933289792090566,1.300782550782551,1.6962233586918727,2525.2525252525256,2651.194229246255,5
895,nonfungiblealiens #895,9.416727875397857,21.290185224611456,22.463328616034325,19.195331695331696,4.701059618838086,20.614306328592043,10.831537103430348,2.0933289792090566,1.300782550782551,1.6962233586918727,2525.2525252525256,2638.855336603445,6
1103,nonfungiblealiens #1103,1010.1010101010102,19.609381127931606,18.033939874844457,35.1000351000351,4.701059618838086,21.32514447785384,28.796037665217266,23.026618771299624,1.300782550782551,173.16017316017317,13.552339133734483,1348.7065215817202,7
1964,nonfungiblealiens #1964,1010.1010101010102,18.86472108509876,23.280176929344663,22.33638597274961,4.701059618838086,20.16616923449222,23.61275088547816,24.879335224162812,149.2760113449769,1.6962233586918727,13.552339133734483,1312.4661828885778,8
1510,nonfungiblealiens #1510,1010.1010101010102,20.698791190594473,23.280176929344663,19.5000195000195,4.701059618838086,24.737167594310453,23.61275088547816,25.767882910740056,131.18194936376756,1.6962233586918727,13.552339133734483,1298.8293705865296,9
2339,nonfungiblealiens #2339,1010.1010101010102,24.03730589875487,20.990323460884532,40.95004095004095,66.74676278200508,22.086756780634335,39.354584809130266,22.086756780634335,1.300782550782551,1.6962233586918727,13.552339133734483,1262.9028866063034,10
516,nonfungiblealiens #516,1010.1010101010102,19.609381127931606,24.158674171961444,39.629071887136405,70.80147267063155,23.48465277940866,25.666033571171912,32.79548734094189,1.300782550782551,1.6962233586918727,13.552339133734483,1262.7951286934024,11
1,nonfungiblealiens #1,303.03030303030306,29.80625931445604,25.60819462227913,24.57002457002457,303.03030303030306,37.10575139146568,23.61275088547816,43.29004329004329,86.58008658008659,121.21212121212123,222.81639928698755,1220.6622372135482,12
1093,nonfungiblealiens #1093,303.03030303030306,29.80625931445604,25.60819462227913,24.57002457002457,303.03030303030306,37.10575139146568,23.61275088547816,43.29004329004329,86.58008658008659,121.21212121212123,222.81639928698755,1220.6622372135482,13
1172,nonfungiblealiens #1172,303.03030303030306,29.80625931445604,25.60819462227913,24.57002457002457,303.03030303030306,37.10575139146568,23.61275088547816,43.29004329004329,86.58008658008659,121.21212121212123,222.81639928698755,1220.6622372135482,14
1284,nonfungiblealiens #1284,303.03030303030306,29.80625931445604,25.60819462227913,24.57002457002457,303.03030303030306,37.10575139146568,23.61275088547816,43.29004329004329,86.58008658008659,121.21212121212123,222.81639928698755,1220.6622372135482,15
150,nonfungiblealiens #150,303.03030303030306,29.80625931445604,25.60819462227913,24.57002457002457,303.03030303030306,37.10575139146568,23.61275088547816,43.29004329004329,86.58008658008659,121.21212121212123,222.81639928698755,1220.6622372135482,16
1693,nonfungiblealiens #1693,303.03030303030306,29.80625931445604,25.60819462227913,24.57002457002457,303.03030303030306,37.10575139146568,23.61275088547816,43.29004329004329,86.58008658008659,121.21212121212123,222.81639928698755,1220.6622372135482,17
1815,nonfungiblealiens #1815,303.03030303030306,29.80625931445604,25.60819462227913,24.57002457002457,303.03030303030306,37.10575139146568,23.61275088547816,43.29004329004329,86.58008658008659,121.21212121212123,222.81639928698755,1220.6622372135482,18
1843,nonfungiblealiens #1843,303.03030303030306,29.80625931445604,25.60819462227913,24.57002457002457,303.03030303030306,37.10575139146568,23.61275088547816,43.29004329004329,86.58008658008659,121.21212121212123,222.81639928698755,1220.6622372135482,19
