TOKEN_ID,TOKEN_NAME,Background,Fur,Mouth,Eyes,Clothes,Hat,Power,Speed,Cuteness,Intelligence,Total skills,Trait Count,RARITY_SCORE,Rank
238,expandables-official #238,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,25.002500250025,27.502750275027502,22.91895856252292,37.503750375037505,137.51375137513753,23.80952380952381,12925.646783616165,1
330,expandables-official #330,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,26.615564782284682,25.002500250025,19.644821625019645,31.733942625031734,45.83791712504585,23.80952380952381,12824.03981918582,2
471,expandables-official #471,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,26.615564782284682,25.002500250025,21.712697585548028,23.573785950023574,45.83791712504585,23.80952380952381,12817.947538471342,3
449,expandables-official #449,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,20.627062706270628,25.78382838283828,21.712697585548028,23.573785950023574,45.83791712504585,23.80952380952381,12812.740364528143,4
304,expandables-official #304,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,27.502750275027502,33.00330033003301,30.558611416697225,18.751875187518753,11.001100110011002,23.80952380952381,12796.022710097703,5
548,expandables-official #548,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,24.267132595612505,27.502750275027502,21.712697585548028,24.267132595612505,22.918958562522924,23.80952380952381,12795.873744392738,6
436,expandables-official #436,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,21.155961750021156,25.002500250025,26.615564782284682,24.267132595612505,21.15596175002116,23.80952380952381,12793.402193906379,7
450,expandables-official #450,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,29.467232437529468,25.002500250025,16.501650165016503,23.573785950023574,22.918958562522924,23.80952380952381,12792.669200143533,8
363,expandables-official #363,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,23.573785950023574,22.299527250022297,21.155961750021156,25.002500250025,22.918958562522924,23.80952380952381,12790.15580654103,9
399,expandables-official #399,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,26.615564782284682,23.573785950023574,26.615564782284682,23.573785950023574,13.751375137513753,23.80952380952381,12789.335149380548,10
377,expandables-official #377,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,26.615564782284682,22.91895856252292,22.91895856252292,20.627062706270628,19.644821625019645,23.80952380952381,12787.930439017036,11
521,expandables-official #521,2604.1666666666665,2777.777777777778,1984.1269841269839,1811.5942028985507,1700.6802721088434,1773.049645390071,22.91895856252292,26.615564782284682,20.123963615873784,26.615564782284682,16.178088397075005,23.80952380952381,12787.657212918457,12
