TOKEN_ID,TOKEN_NAME,Background,Lifepaths,Skin,Tattoo,Emotion,Clothes,Hair,Eyewear,Accesories B,Trait Count,Mask,Accesories A,Facial Hair,Hat,RARITY_SCORE,Rank
561,neandnationofficial #561,62.43756243756244,50.23106288929074,63.661828367710726,16.20430386310604,46.50297619047619,5.771539384984764,4.3232400089923395,6.464124111182935,7.215007215007215,8928.57142857143,6.3227911329177156,7.631257631257631,12.205839273508445,5.763622321356527,9223.306583398782,1
583,neandnationofficial #583,83.44459279038719,27.179821700369647,21.082813290605497,90.18759018759019,27.814864263462393,52.52100840336134,4.3232400089923395,6.464124111182935,95.49274255156607,29.3703007518797,6.3227911329177156,3571.4285714285716,12.205839273508445,5.763622321356527,4033.6019222157515,2
416,neandnationofficial #416,83.44459279038719,54.359643400739294,83.25008325008325,16.20430386310604,70.3037120359955,5.771539384984764,3246.7532467532465,74.25007425007425,7.215007215007215,29.3703007518797,6.3227911329177156,111.60714285714286,132.520540683806,5.763622321356527,3927.1366006907265,3
288,neandnationofficial #288,65.65126050420167,27.179821700369647,21.082813290605497,96.00614439324117,46.50297619047619,80.8015513897867,3246.7532467532465,6.464124111182935,95.49274255156607,38.48522167487685,6.3227911329177156,55.80357142857143,12.205839273508445,5.763622321356527,3804.515726715908,4
662,neandnationofficial #662,65.65126050420167,1322.751322751323,360.75036075036076,16.20430386310604,106.29251700680271,72.44277021153289,4.3232400089923395,6.464124111182935,7.215007215007215,32.58602711157455,1098.901098901099,54.112554112554115,12.205839273508445,95.4927425515661,3255.393168372812,5
815,neandnationofficial #815,65.65126050420167,27.179821700369647,21.082813290605497,96.00614439324117,27.814864263462393,2100.840336134454,124.87512487512488,6.464124111182935,7.215007215007215,38.48522167487685,323.2062055591467,7.631257631257631,92.76437847866418,5.763622321356527,2944.980182152952,6
284,neandnationofficial #284,71.42857142857143,54.359643400739294,83.25008325008325,90.18759018759019,27.814864263462393,72.44277021153289,4.3232400089923395,6.464124111182935,7.215007215007215,38.48522167487685,1831.5018315018315,446.42857142857144,12.205839273508445,95.4927425515661,2841.6001005075163,7
78,neandnationofficial #78,71.42857142857143,27.179821700369647,22.238035936666076,131.30252100840335,129.39958592132504,51.24000819840131,463.8218923933209,686.8131868131868,55.97850425436632,811.6883116883117,6.3227911329177156,142.85714285714286,132.520540683806,5.763622321356527,2738.5545363381457,8
69,neandnationofficial #69,62.43756243756244,1322.751322751323,360.75036075036076,16.20430386310604,46.50297619047619,5.771539384984764,4.3232400089923395,88.62105636299185,85.44087491455913,595.2380952380953,6.3227911329177156,7.631257631257631,12.205839273508445,5.763622321356527,2619.9648422614923,9
659,neandnationofficial #659,65.65126050420167,1322.751322751323,360.75036075036076,16.20430386310604,70.3037120359955,65.65126050420169,4.3232400089923395,6.464124111182935,55.97850425436632,29.3703007518797,343.4065934065934,89.28571428571429,132.520540683806,5.763622321356527,2568.42486023308,10
513,neandnationofficial #513,83.44459279038719,54.359643400739294,83.25008325008325,16.20430386310604,127.55102040816325,51.24000819840131,4.3232400089923395,6.464124111182935,7.215007215007215,32.58602711157455,1831.5018315018315,7.631257631257631,12.205839273508445,221.14108801415304,2539.118066778388,11
23,neandnationofficial #23,71.42857142857143,1322.751322751323,360.75036075036076,16.20430386310604,106.29251700680271,5.771539384984764,4.3232400089923395,6.464124111182935,154.6072974644403,32.58602711157455,261.6431187859759,91.57509157509158,95.49274255156607,5.763622321356527,2535.6538791153284,12
292,neandnationofficial #292,70.3037120359955,54.359643400739294,115.95547309833023,357.1428571428571,168.4636118598383,80.8015513897867,98.38646202282565,6.464124111182935,135.28138528138527,811.6883116883117,323.2062055591467,49.60317460317461,190.98548510313213,5.763622321356527,2468.405619618063,13
