TOKEN_ID,TOKEN_NAME,NAME,BACKGROUND,FUR,EYES,CLOTHING,HAIR,MOUTH,PIERCINGS,NECKLACE,HANDBAGS,NUM_TRAITS,RARITY_SCORE,Rank
386,Desperate ApeWife #386,23041.173913043476,55.14536940686785,42.94546191247974,21.639322172315232,37.89666762013729,9999.0,25.90161290322581,97.00658978583196,121.29709315632869,2789.1947368421047,105989.4,142220.60076684278,1
2,Desperate ApeWife #2,23041.173913043476,52.62631578947368,26.235,17.6784534810021,11520.586956521738,9999.0,41.929503916449086,58883.0,6.532555100833292,11.084438402007947,38.59774217042971,103638.4448784254,2
2432,Desperate ApeWife #2432,23041.173913043476,53.100901803607215,60.08469387755102,17095.064516129034,11520.586956521738,9999.0,16059.0,12.110859728506787,6.532555100833292,11.084438402007947,21.626076310956947,77879.3649109177,3
2143,Desperate ApeWife #2143,23041.173913043476,53.7471602434077,35.47168674698795,17095.064516129034,11520.586956521738,9999.0,341.68085106382983,87.36350148367953,71.99388670017662,11.084438402007947,746.4042253521127,63003.57113568645,4
1006,Desperate ApeWife #1006,23041.173913043476,53.475983854692224,35.47168674698795,41.093905086848636,36.924958193979926,72.45652173913044,31.06189555125726,63.179184549356236,31173.352941176472,11.084438402007947,746.4042253521127,55305.67965369632,5
3219,Desperate ApeWife #3219,23041.173913043476,53.100901803607215,111.33340336134451,43.060615909644916,57.032608695652165,124.9875,163.86734693877554,12.110859728506787,31173.352941176472,11.084438402007947,38.59774217042971,54829.702271229915,6
845,Desperate ApeWife #845,23041.173913043476,53.475983854692224,441.6225,17.825927545494302,11520.586956521738,9999.0,308.8269230769231,12.110859728506787,6.532555100833292,11.084438402007947,21.626076310956947,45433.866133584634,7
2751,Desperate ApeWife #2751,23041.173913043476,53.529999999999994,18.58159186535764,164.37562034739454,37.89666762013729,18.724719101123593,16059.0,97.00658978583196,71.99388670017662,11.084438402007947,746.4042253521127,40319.77165221761,8
3892,Desperate ApeWife #3892,23041.173913043476,51.25212765957447,56.73950749464667,43.060615909644916,267.92062689585435,181.79999999999998,16059.0,63.179184549356236,6.532555100833292,11.084438402007947,38.59774217042971,39820.34071122583,9
1,Desperate ApeWife #1,23041.173913043476,53.100901803607215,60.08469387755102,17.825927545494302,11520.586956521738,32.78360655737705,20.02369077306733,12.110859728506787,6.532555100833292,11.084438402007947,21.626076310956947,34796.93361966462,10
