TOKEN_ID,TOKEN_NAME,Earring,Background,Fur,Clothes,Mouth,Eyes,Hat,NUM_TRAITS,RARITY_SCORE,Rank
7495,UNKNOWN,421.77564717162034,43.435229067930486,107.68959608323132,41.65833333333334,272.0544217687075,177.09822866344606,52.842282282282284,58.40573552841211,1174.9594738989633,1
3953,UNKNOWN,8.949668389144323,46.9991452991453,36.4045018205892,5.303978779840849,512.7179487179487,46.994124559341955,5.27251153592617,432.98425196850394,1095.6261310704404,2
9606,UNKNOWN,8.949668389144323,44.23893805309735,18.83910753286797,5.303978779840849,512.7179487179487,34.83899580264513,5.27251153592617,432.98425196850394,1063.1454007799744,3
8811,UNKNOWN,283.0836550836551,43.19638648860959,16.91253700357541,48.770731707317076,476.0952380952381,62.099378881987576,51.46975546975547,58.40573552841211,1040.0334182585505,4
4873,UNKNOWN,136.32228075612025,43.19638648860959,503.3318077803204,69.43055555555556,100.98989898989898,82.44227886056971,40.57854441472188,58.40573552841211,1034.6974883742084,5
7616,UNKNOWN,421.77564717162034,44.63392857142857,300.69172932330827,29.934131736526947,100.98989898989898,44.274557165861516,33.586196365857376,58.40573552841211,1034.291824852914,6
8135,UNKNOWN,76.36035410519007,44.23893805309735,18.83910753286797,78.109375,476.0952380952381,86.93913043478261,182.91559251559252,58.40573552841211,1021.9034712651807,7
73,UNKNOWN,143.15392124959322,44.23893805309735,503.3318077803204,53.180851063829785,50.11528822055138,34.7125384676083,133.59003947767994,58.40573552841211,1020.7291198410925,8
4980,UNKNOWN,143.15392124959322,46.9991452991453,503.3318077803204,45.23981900452489,52.27712418300653,44.274557165861516,99.07927927927929,58.40573552841211,992.7613894901433,9
7449,UNKNOWN,421.77564717162034,43.19638648860959,47.251557465091295,43.0948275862069,272.0544217687075,57.437263350306836,28.308365508365505,58.40573552841211,971.5242048673201,10
3749,UNKNOWN,8.949668389144323,42.89313572542901,503.3318077803204,29.934131736526947,49.009803921568626,277.1972274732199,39.11024182076814,20.66478767380684,971.0908045207841,11
446,UNKNOWN,421.77564717162034,46.9991452991453,76.66643429766468,84.01680672268907,40.032032032032035,54.33695652173914,182.91559251559252,58.40573552841211,965.1483500888951,12
8976,UNKNOWN,76.36035410519007,42.89313572542901,58.32056211056609,70.90780141843972,512.7179487179487,78.71032385042047,65.32699732699731,58.40573552841211,963.6428587834035,13
7265,UNKNOWN,143.15392124959322,43.435229067930486,58.32056211056609,69.43055555555556,512.7179487179487,48.668215510565325,28.308365508365505,58.40573552841211,962.4405332489371,14
2794,UNKNOWN,8.949668389144323,43.435229067930486,87.3708043694141,84.01680672268907,512.7179487179487,177.09822866344606,5.27251153592617,43.31547853485624,962.1766760013551,15
8817,UNKNOWN,71.25234855847101,43.19638648860959,503.3318077803204,41.65833333333334,151.4848484848485,25.468187344410353,65.68791996416306,58.40573552841211,960.4855674825683,16
3483,UNKNOWN,421.77564717162034,43.19638648860959,17.125194643413266,69.43055555555556,296.23703703703706,11.159048247171631,37.388407275199725,58.40573552841211,954.7180119470192,17
5840,UNKNOWN,8.949668389144323,44.27455716586151,16.91253700357541,5.303978779840849,50.11528822055138,390.3389529724934,5.27251153592617,432.98425196850394,954.151746035897,18
8854,UNKNOWN,421.77564717162034,43.435229067930486,58.32056211056609,71.92805755395683,151.4848484848485,57.437263350306836,87.42289348171701,58.40573552841211,950.2102367493582,19
6819,UNKNOWN,421.77564717162034,43.19638648860959,58.32056211056609,44.04405286343612,266.6133333333333,11.159048247171631,36.696029362696024,58.40573552841211,940.2107951058452,20
