TOKEN_ID,TOKEN_NAME,Type,Background,Mouth,Color,Tail,Fins,Hat,Spikes,Eyes,Chin,Trait Count,Glasses,Accessories,Nose,Bait,Wound,RARITY_SCORE,Rank
1200,spikyspacefish-united #1200,6250.0,735.2941176470589,595.2380952380952,347.22222222222223,735.2941176470589,403.22580645161287,2.3632170000378117,833.3333333333334,462.96296296296293,22.57947976878613,1562.5,0.7806060000499588,0.4781870208566052,1.1275075768509164,0.8675133597057394,2.2341376228775696,11955.501303851514,1
122,spikyspacefish-united #122,6250.0,735.2941176470589,595.2380952380952,347.22222222222223,735.2941176470589,403.22580645161287,2.3632170000378117,833.3333333333334,462.96296296296293,22.57947976878613,1562.5,0.7806060000499588,0.4781870208566052,1.1275075768509164,0.8675133597057394,2.2341376228775696,11955.501303851514,2
461,spikyspacefish-united #461,6250.0,735.2941176470589,595.2380952380952,347.22222222222223,735.2941176470589,403.22580645161287,2.3632170000378117,833.3333333333334,462.96296296296293,22.57947976878613,1562.5,0.7806060000499588,0.4781870208566052,1.1275075768509164,0.8675133597057394,2.2341376228775696,11955.501303851514,3
5480,spikyspacefish-united #5480,6250.0,735.2941176470589,595.2380952380952,347.22222222222223,735.2941176470589,403.22580645161287,2.3632170000378117,833.3333333333334,462.96296296296293,22.57947976878613,1562.5,0.7806060000499588,0.4781870208566052,1.1275075768509164,0.8675133597057394,2.2341376228775696,11955.501303851514,4
6511,spikyspacefish-united #6511,6250.0,735.2941176470589,595.2380952380952,347.22222222222223,735.2941176470589,403.22580645161287,2.3632170000378117,833.3333333333334,462.96296296296293,22.57947976878613,1562.5,0.7806060000499588,0.4781870208566052,1.1275075768509164,0.8675133597057394,2.2341376228775696,11955.501303851514,5
2572,spikyspacefish-united #2572,3.1265632816408204,4.255174291938998,3.061924358220655,5.600358422939068,4.9085054582580705,3.272936740678676,3.828718451359961,5.2809463455851295,5.37080003437312,5.027348777348777,976.5625,11.717285339332584,11.31836291198841,6.065605590062112,144.67592592592592,114.46886446886447,1308.5418203985168,6
6208,spikyspacefish-united #6208,3.1265632816408204,8.569861511037983,3.0092926958447688,4.7305479866787765,3.8618388531883343,7.695148978084215,3.8163277767600903,3.6168981481481484,5.37080003437312,3.6002304147465436,976.5625,18.07403123192597,11.31836291198841,29.260299625468164,40.61078622482131,42.258282623394194,1165.481772298101,7
7570,spikyspacefish-united #7570,3.1265632816408204,7.611740348313239,3.362927091740651,3.8666171739668393,10.41493084485919,16.129032258064512,3.8163277767600903,3.4780189204229273,3.751725793865178,5.00801282051282,976.5625,11.717285339332584,11.31836291198841,17.95977011494253,20.424836601307188,42.258282623394194,1140.8069339011113,8
1777,spikyspacefish-united #1777,3.1265632816408204,7.611740348313239,3.362927091740651,3.8666171739668393,10.41493084485919,9.83477576711251,3.8163277767600903,3.4780189204229273,3.751725793865178,5.00801282051282,976.5625,11.717285339332584,11.31836291198841,17.95977011494253,20.424836601307188,42.258282623394194,1134.5126774101593,9
735,spikyspacefish-united #735,3.1265632816408204,6.7458175930922835,3.362927091740651,3.7096391263057926,8.490694199157724,7.695148978084215,3.6062546881310946,3.4780189204229273,2.6274856013789045,5.00801282051282,976.5625,7.818363772829623,11.31836291198841,17.95977011494253,20.424836601307188,42.258282623394194,1124.1926783249291,10
4061,spikyspacefish-united #4061,3.1265632816408204,7.611740348313239,3.362927091740651,3.8666171739668393,4.9085054582580705,2.9176975864805565,4.793680012271821,3.3575073865162506,3.751725793865178,4.8404584882280055,976.5625,7.818363772829623,11.31836291198841,17.95977011494253,20.424836601307188,42.258282623394194,1118.8795386457434,11
4413,spikyspacefish-united #4413,3.1265632816408204,4.112383208316884,2.9496436830430883,3.8666171739668393,5.0088155153069405,2.2351763107073883,3.8411898469669965,5.208333333333333,3.2420375557630456,3.6002304147465436,976.5625,11.717285339332584,16.233766233766232,9.504257907542579,10.257672739208928,42.258282623394194,1103.7247551670362,12
1592,spikyspacefish-united #1592,3.1265632816408204,4.255174291938998,2.9496436830430883,3.8666171739668393,5.0088155153069405,2.2351763107073883,3.8411898469669965,5.208333333333333,3.2420375557630456,4.8404584882280055,976.5625,11.717285339332584,9.134755919321837,9.504257907542579,10.257672739208928,42.258282623394194,1098.0087640096956,13
889,spikyspacefish-united #889,3.1265632816408204,4.112383208316884,3.6743092298647855,5.26094276094276,2.5354969574036517,252.01612903225805,4.466838193253287,4.925137903861309,3.1323610484638906,5.00801282051282,7.519249278152069,0.7806060000499588,14.952153110047849,29.260299625468164,0.8675133597057394,114.46886446886447,456.10686027880655,14
4644,spikyspacefish-united #4644,3.1265632816408204,4.255174291938998,33.44034242910647,18.27485380116959,4.731622378681203,5.264044470647687,6.0165575664227955,3.519144144144144,3.8969946377353786,4.950887198986059,47.92944785276074,0.7806060000499588,202.92207792207793,9.504257907542579,35.981577432354634,42.258282623394194,426.85243393865323,15
5903,spikyspacefish-united #5903,3.1265632816408204,4.255174291938998,3.362927091740651,4.54479348458406,3.8618388531883343,252.01612903225805,30.237058538945334,3.519144144144144,14.114724480578138,3.2390132669983416,7.519249278152069,5.920803334596439,11.31836291198841,71.67431192660551,0.8675133597057394,2.2341376228775696,421.8117448999427,16
