TOKEN_ID,TOKEN_NAME,Background,Skin,Mouth,Eyes,Dad Joke,Clothes,Trait Count,Hat,Hair,Facial Hair,Eyewear,Neck,Jewelry,Holding,Accessory,Dad's Top Pick,RARITY_SCORE,Rank
1552,thecryptodads #1552,3125.0,5208.333333333333,1602.5641025641025,2314.814814814815,477.0992366412214,2.359024684834302,3.03988326848249,0.20333336586667186,801.2820512820513,0.2859103385178408,0.6753617237392348,1.3099979040033536,1.3949336011605848,0.10231828681534742,0.6408941755537326,6250.0,19789.105195984495,1
4191,thecryptodads #4191,3125.0,5208.333333333333,1602.5641025641025,2314.814814814815,477.0992366412214,2.359024684834302,3.03988326848249,0.20333336586667186,801.2820512820513,0.2859103385178408,0.6753617237392348,1.3099979040033536,1.3949336011605848,0.10231828681534742,0.6408941755537326,6250.0,19789.105195984495,2
9123,thecryptodads #9123,3125.0,5208.333333333333,1602.5641025641025,2314.814814814815,477.0992366412214,2.359024684834302,3.03988326848249,0.20333336586667186,801.2820512820513,0.2859103385178408,0.6753617237392348,1.3099979040033536,1.3949336011605848,0.10231828681534742,0.6408941755537326,6250.0,19789.105195984495,3
3428,thecryptodads #3428,3125.0,5208.333333333333,1602.5641025641025,2314.814814814815,477.0992366412214,2.359024684834302,1.93330858698342,0.20333336586667186,0.16322714428234902,0.2859103385178408,0.6753617237392348,1.3099979040033536,1.3949336011605848,0.10231828681534742,0.6408941755537326,6250.0,18986.87979716523,4
8334,thecryptodads #8334,3125.0,5208.333333333333,1602.5641025641025,2314.814814814815,477.0992366412214,2.359024684834302,1.93330858698342,0.20333336586667186,0.16322714428234902,0.2859103385178408,0.6753617237392348,1.3099979040033536,1.3949336011605848,0.10231828681534742,0.6408941755537326,6250.0,18986.87979716523,5
5819,thecryptodads #5819,2.94811320754717,2.134562841530055,5.432420686657975,3.1580011116163913,6.914481690452484,5.103707333006696,48.22530864197531,32.43383497664764,8.176347462061749,1250.0,20.73656270736563,1.3099979040033536,1.3949336011605848,0.10231828681534742,183.82352941176472,3.1265632816408204,1575.0206831442458,6
5593,thecryptodads #5593,2.710320901994796,2.409034844279988,5.359746162421748,3.0219514553718207,6.277621534752913,2.359024684834302,15.439723320158103,3.6208794391981924,9.65400061785604,1250.0,31.39126067302863,1.3099979040033536,25.15090543259557,0.10231828681534742,0.6408941755537326,3.1265632816408204,1362.5742427145055,7
3592,thecryptodads #3592,2.710320901994796,89.79885057471266,4.366659680011178,2.3500658018424514,3.534068419564603,5.103707333006696,15.439723320158103,8.468834688346885,12.71876271876272,0.2859103385178408,30.384054448225573,1.3099979040033536,1.3949336011605848,932.8358208955224,0.6408941755537326,3.1265632816408204,1114.4691680830244,8
7731,thecryptodads #7731,2.973358705994291,2.134562841530055,5.039509756490888,3.1928480204342278,3.534068419564603,5.306503650874512,15.439723320158103,0.20333336586667186,8.093758093758094,50.0,0.6753617237392348,1.3099979040033536,42.66211604095563,932.8358208955224,0.6408941755537326,3.1265632816408204,1077.1684201960866,9
257,thecryptodads #257,3.1533804238143293,2.409034844279988,5.359746162421748,3.090540473718044,6.116656880015659,2.744116613979628,7.141224862888483,0.20333336586667186,9.892371003482117,0.2859103385178408,0.6753617237392348,1.3099979040033536,25.15090543259557,932.8358208955224,0.6408941755537326,3.1265632816408204,1004.1358583820396,10
2290,thecryptodads #2290,3.1533804238143293,3.3429610611895595,4.8858661663539715,2.3500658018424514,6.116656880015659,2.744116613979628,5.05663430420712,0.20333336586667186,10.016025641025642,0.2859103385178408,0.6753617237392348,1.3099979040033536,1.3949336011605848,932.8358208955224,0.6408941755537326,3.1265632816408204,978.138522178433,11
2259,thecryptodads #2259,10.04823151125402,2.134562841530055,5.087505087505088,3.0659798871719404,5.483899271738178,343.4065934065934,48.22530864197531,0.20333336586667186,15.118529269472667,0.2859103385178408,31.56565656565657,86.20689655172413,1.3949336011605848,38.868159203980106,367.64705882352945,3.1265632816408204,961.8691216493168,12
6103,thecryptodads #6103,10.04823151125402,2.3513920240782547,5.764619073971593,3.098815013138976,5.547665542339784,5.260057229422657,15.439723320158103,8.468834688346885,10.272846811308352,0.2859103385178408,0.6753617237392348,520.8333333333334,1.3949336011605848,0.10231828681534742,367.64705882352945,3.1265632816408204,960.3176646027554,13
4778,thecryptodads #4778,3.258602711157456,2.134562841530055,4.591874219381383,2.3500658018424514,6.6263782866836305,5.103707333006696,153.18627450980392,3.6208794391981924,11.12891737891738,46.29629629629629,0.6753617237392348,520.8333333333334,25.15090543259557,46.64179104477612,0.6408941755537326,3.1265632816408204,835.3664078094563,14
3309,thecryptodads #3309,10.04823151125402,2.134562841530055,5.848774096949279,3.0219514553718207,6.5356059813865945,5.306503650874512,153.18627450980392,43.55400696864111,11.285662694113398,45.45454545454546,31.56565656565657,211.864406779661,1.3949336011605848,0.10231828681534742,284.09090909090907,3.1265632816408204,818.5209067703137,15
1787,thecryptodads #1787,3.159757330637007,2.3513920240782547,4.900807653101231,3.041806589769796,5.360665580238443,5.103707333006696,48.22530864197531,0.20333336586667186,8.093758093758094,39.0625,0.6753617237392348,86.20689655172413,25.15090543259557,0.10231828681534742,568.1818181818181,3.1265632816408204,802.9469000707649,16
