TOKEN_ID,TOKEN_NAME,Background,Eye,Fur,Eyewear,Tail,Object,Shirt,Hands,Hat,Expression,1-of-1,Special,NUM_TRAITS,RARITY_SCORE,Rank
1278,Hungry Wolves 1278,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,14896.0,1117.2,17511.587747489655,1
1084,Hungry Wolves 1084,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,14896.0,1117.2,17511.587747489655,2
2135,Hungry Wolves 2135,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,11172.0,6.338723404255319,1117.2,13789.170404482673,3
320,Hungry Wolves 320,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,11172.0,6.338723404255319,1117.2,13789.170404482673,4
219,Hungry Wolves 219,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,11172.0,6.338723404255319,1117.2,13789.170404482673,5
1900,Hungry Wolves 1900,16.051724137931036,7.207741935483871,11.822222222222223,6.437337942955922,5.635308953341741,16.017204301075267,8.65040650406504,42.31818181818182,7.490445859872611,17.08256880733945,4.756066411238825,6.338723404255319,5586.0,5735.807932297963,6
2345,Hungry Wolves 2345,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,7
2352,Hungry Wolves 2352,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,8
2346,Hungry Wolves 2346,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,9
2347,Hungry Wolves 2347,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,10
2348,Hungry Wolves 2348,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,11
2349,Hungry Wolves 2349,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,12
2350,Hungry Wolves 2350,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,13
2351,Hungry Wolves 2351,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,14
2344,Hungry Wolves 2344,199.5,399.0,212.79999999999998,6.437337942955922,5.635308953341741,212.79999999999998,8.65040650406504,42.31818181818182,7.490445859872611,399.0,4.756066411238825,6.338723404255319,620.6666666666666,2125.393137560578,15
2019,Hungry Wolves 2019,31.738636363636363,12.811926605504587,19.599999999999998,744.8,7.6000000000000005,186.2,35.98067632850241,19.950000000000003,25.565217391304348,8.11918604651163,4.756066411238825,6.338723404255319,242.8695652173913,1346.3299977683446,16
