TOKEN_ID,TOKEN_NAME,Background,Horns,Body,Shirt,Face,Earring,Hat,Trait Count,Stomach,Crack,Foreground,RARITY_SCORE,Rank
1923,minitaurs-reborn #1923,11.857191979795346,18.343238682221735,19.42501942501943,67.64069264069265,21.73818529629147,39.71563604591128,12.48751248751249,9090.909090909092,80.59316569954868,178.25311942959004,147.5796930342385,9688.542545629914,1
1905,minitaurs-reborn #1905,11.857191979795346,18.87647236484446,19.276736833988746,67.64069264069265,17.459014962375825,15.837820715869498,7.783312577833128,9090.909090909092,78.50525985241012,178.25311942959004,115.95547309833024,9622.354185364822,2
1774,minitaurs-reborn #1774,23.351937043177735,19.042541036675935,9.902951079421669,3.4227820372398687,22.625458165527856,15.837820715869498,2272.727272727273,8.732861758798359,88.6053517632465,14.815692781794478,8.181163688723084,2487.245832797748,3
354,minitaurs-reborn #354,20.727106910417447,19.042541036675935,19.805902158843338,1420.4545454545455,20.917876417186132,15.387456145749987,103.30578512396696,356.5062388591801,88.6053517632465,14.815692781794478,115.95547309833024,2195.523969749937,4
2285,minitaurs-reborn #2285,11.857191979795346,19.042541036675935,17.65910856819948,1420.4545454545455,36.34909672494639,15.837820715869498,108.22510822510824,30.868961259453624,83.25008325008326,14.815692781794478,8.181163688723084,1766.5413136851948,5
1011,minitaurs-reborn #1011,37.39575932089301,76.39419404125287,19.42501942501943,3.4227820372398687,25.48614827841069,79.18910357934749,7.783312577833128,356.5062388591801,83.25008325008326,178.25311942959004,147.5796930342385,1014.6854538330883,6
2039,minitaurs-reborn #2039,22.006557954270374,9.184591928580614,53.163211057947905,167.11229946524065,21.320143271362785,38.30977282304716,71.02272727272728,356.5062388591801,76.91124442393478,178.25311942959004,8.181163688723084,1001.9710701746048,7
115,minitaurs-reborn #115,11.857191979795346,9.184591928580614,45.50004550004551,67.64069264069265,138.5809312638581,79.18910357934749,16.350555918901247,356.5062388591801,88.6053517632465,178.25311942959004,8.181163688723084,999.8489865519608,8
675,minitaurs-reborn #675,22.097494144164052,101.46103896103897,19.42501942501943,118.37121212121214,19.449955265102894,15.837820715869498,7.783312577833128,356.5062388591801,6.334245464680247,178.25311942959004,115.95547309833024,961.4749300620207,9
1804,minitaurs-reborn #1804,104.85477613505296,18.343238682221735,17.65910856819948,14.420858329487771,20.342155047905777,79.18910357934749,12.48751248751249,356.5062388591801,6.334245464680247,178.25311942959004,147.5796930342385,955.9700496174166,10
3278,minitaurs-reborn #3278,21.053518042864965,18.343238682221735,19.42501942501943,568.1818181818182,158.37820715869498,15.387456145749987,15.782828282828286,30.868961259453624,83.25008325008326,14.815692781794478,8.181163688723084,953.6679868992522,11
2718,minitaurs-reborn #2718,22.097494144164052,19.5000195000195,19.805902158843338,149.52153110047848,20.917876417186132,79.18910357934749,15.460729746444034,356.5062388591801,83.25008325008326,178.25311942959004,8.181163688723084,952.6832618740594,12
2809,minitaurs-reborn #2809,55.1298307514196,58.50005850005851,17.65910856819948,177.5568181818182,25.48614827841069,15.387456145749987,26.737967914438507,356.5062388591801,88.6053517632465,14.815692781794478,115.95547309833024,952.3401448426463,13
1356,minitaurs-reborn #1356,11.857191979795346,58.50005850005851,19.276736833988746,3.4227820372398687,21.320143271362785,15.387456145749987,68.87052341597797,356.5062388591801,88.6053517632465,178.25311942959004,115.95547309833024,937.9550753345201,14
