TOKEN_ID,TOKEN_NAME,Type,Mouth,Eyewear,Headwear,Accessory,NUM_TRAITS,RARITY_SCORE,Rank
4810,Larva Lad #4810,648.0185185185186,370.2962962962963,47.54483695652174,24.870646766169155,36.26217616580311,37.14755838641189,1164.1400330897206,1
380,Larva Lad #380,648.0185185185186,370.2962962962963,20.157258064516128,25.375634517766496,35.89025641025641,37.14755838641189,1136.8855221937658,2
4439,Larva Lad #4439,648.0185185185186,370.2962962962963,22.781901041666668,24.625615763546797,33.012264150943395,37.14755838641189,1135.8821541573836,3
1401,Larva Lad #1401,648.0185185185186,370.2962962962963,22.781901041666668,24.14975845410628,31.884282460136674,37.14755838641189,1134.2783151571364,4
4012,Larva Lad #4012,648.0185185185186,370.2962962962963,22.489074550128535,21.734782608695653,33.012264150943395,37.14755838641189,1132.6984945109944,5
2845,Larva Lad #2845,648.0185185185186,370.2962962962963,15.594028520499112,21.363247863247864,35.89025641025641,37.14755838641189,1128.30990599523,6
232,Larva Lad #232,648.0185185185186,370.2962962962963,47.54483695652174,24.74752475247525,4.165833333333333,9.432075471698113,1104.2050853288433,7
4911,Larva Lad #4911,648.0185185185186,370.2962962962963,22.781901041666668,24.74752475247525,4.165833333333333,9.432075471698113,1079.4421494139883,8
4801,Larva Lad #4801,648.0185185185186,370.2962962962963,22.489074550128535,22.51801801801802,4.165833333333333,9.432075471698113,1076.9198161879926,9
1737,Larva Lad #1737,648.0185185185186,370.2962962962963,20.157258064516128,24.625615763546797,4.165833333333333,9.432075471698113,1076.6955974479092,10
3428,Larva Lad #3428,648.0185185185186,370.2962962962963,20.157258064516128,21.363247863247864,4.165833333333333,9.432075471698113,1073.4332295476102,11
1098,Larva Lad #1098,648.0185185185186,370.2962962962963,3.901984834968778,2.234689316048279,36.26217616580311,8.5977886977887,1069.3114538294237,12
4484,Larva Lad #4484,648.0185185185186,370.2962962962963,3.901984834968778,2.234689316048279,33.012264150943395,8.5977886977887,1066.061541814564,13
579,Larva Lad #579,648.0185185185186,370.2962962962963,3.901984834968778,24.870646766169155,4.165833333333333,8.5977886977887,1059.8510684470748,14
3975,Larva Lad #3975,648.0185185185186,370.2962962962963,3.901984834968778,24.74752475247525,4.165833333333333,8.5977886977887,1059.7279464333808,15
1217,Larva Lad #1217,648.0185185185186,370.2962962962963,3.901984834968778,22.826484018264843,4.165833333333333,8.5977886977887,1057.8069056991703,16
3157,Larva Lad #3157,648.0185185185186,370.2962962962963,3.901984834968778,22.826484018264843,4.165833333333333,8.5977886977887,1057.8069056991703,17
