TOKEN_ID,TOKEN_NAME,Background,Skin,Eyes,Noses,Mouths,Accessories-Various,faction,rarity level,pawer score,lazy score,Trait Count,Accessories-Eyes,Accessories-Head,Accessories-Clothes,Accessories-Face,Accessories-Neck,Accessories-Mouth,RARITY_SCORE,Rank
2,bulldroids-nft #2,261.43790849673206,1278.772378516624,1336.898395721925,6535.9477124183,1153.4025374855826,2.1193085967633922,14705.882352941177,1225.4901960784314,2801.1204481792715,2801.1204481792715,9803.921568627451,1.9212074404521753,0.5751674887727306,1.1074540517313936,2.632632000168488,2.698327037236913,5.16539597925577,41920.21343923913,1
1,bulldroids-nft #1,261.43790849673206,1278.772378516624,1336.898395721925,6535.9477124183,1153.4025374855826,2178.649237472767,22.4517287831163,1225.4901960784314,2801.1204481792715,2801.1204481792715,2450.9803921568628,1.9212074404521753,0.5751674887727306,1.1074540517313936,2.632632000168488,2.698327037236913,5.16539597925577,22060.3715674865,2
1151,bulldroids-nft #1151,261.43790849673206,1278.772378516624,1336.898395721925,6535.9477124183,1153.4025374855826,2178.649237472767,22.383382576775002,1225.4901960784314,2801.1204481792715,2801.1204481792715,2450.9803921568628,1.9212074404521753,0.5751674887727306,1.1074540517313936,2.632632000168488,2.698327037236913,5.16539597925577,22060.30322128016,3
959,bulldroids-nft #959,49.01960784313726,12.916892712289131,10.36355345520872,68.79944960440315,12.402177822425617,66.01967386281112,22.383382576775002,392.15686274509807,494.31537320810673,113.55893708834886,9803.921568627451,1.9212074404521753,78.22277847309137,120.04801920768307,2801.1204481792715,2.698327037236913,3267.9738562091507,17317.84211609294,4
955,bulldroids-nft #955,78.43137254901961,35.52145495879511,10.36355345520872,7.951274589316667,13.257500430868763,2.1193085967633922,22.4517287831163,392.15686274509807,494.31537320810673,113.55893708834886,48.7757291971515,217.8649237472767,39.11138923654568,1.1074540517313936,2.632632000168488,196.07843137254903,9803.921568627451,11479.619494637516,5
1546,bulldroids-nft #1546,784.3137254901961,1278.772378516624,1336.898395721925,7.951274589316667,230.6805074971165,2178.649237472767,22.383382576775002,1225.4901960784314,494.31537320810673,466.8534080298786,14.208581983518046,1.9212074404521753,208.59407592824363,1.1074540517313936,2.632632000168488,2.698327037236913,5.16539597925577,8262.635553601744,6
1851,bulldroids-nft #1851,16.006402561024412,39.9616368286445,11.524986170016595,7.951274589316667,12.402177822425617,2.1193085967633922,22.383382576775002,392.15686274509807,494.31537320810673,113.55893708834886,48.7757291971515,1.9212074404521753,208.59407592824363,85.74858514834504,2801.1204481792715,2.698327037236913,3267.9738562091507,7529.212571326371,7
3,bulldroids-nft #3,784.3137254901961,1278.772378516624,445.63279857397504,7.951274589316667,230.6805074971165,2178.649237472767,22.4517287831163,1225.4901960784314,494.31537320810673,466.8534080298786,14.208581983518046,1.9212074404521753,208.59407592824363,1.1074540517313936,2.632632000168488,2.698327037236913,5.16539597925577,7371.438302660134,8
674,bulldroids-nft #674,112.04481792717087,11.520471878528143,190.98548510313216,68.79944960440315,384.46751249519417,2.1193085967633922,22.315451218423636,392.15686274509807,494.31537320810673,113.55893708834886,48.7757291971515,1.9212074404521753,0.5751674887727306,29.280004684800748,2801.1204481792715,735.2941176470588,1633.9869281045753,7043.237272607252,9
6,bulldroids-nft #6,784.3137254901961,1278.772378516624,1336.898395721925,7.951274589316667,230.6805074971165,726.2164124909223,22.383382576775002,1225.4901960784314,494.31537320810673,466.8534080298786,14.208581983518046,1.9212074404521753,208.59407592824363,1.1074540517313936,2.632632000168488,2.698327037236913,5.16539597925577,6810.202728619899,10
795,bulldroids-nft #795,98.03921568627452,75.22190461862495,445.63279857397504,1089.3246187363834,11.65053068167255,2.1193085967633922,22.383382576775002,392.15686274509807,494.31537320810673,113.55893708834886,48.7757291971515,217.8649237472767,56.889293434975535,300.1200480192077,2.632632000168488,2.698327037236913,3267.9738562091507,6641.357742157191,11
1140,bulldroids-nft #1140,156.86274509803923,32.78903534658011,11.524986170016595,7.951274589316667,88.72327211427557,2.1193085967633922,22.315451218423636,392.15686274509807,494.31537320810673,113.55893708834886,2450.9803921568628,1.9212074404521753,0.5751674887727306,1.1074540517313936,2801.1204481792715,2.698327037236913,5.16539597925577,6585.885638508552,12
