TOKEN_ID,TOKEN_NAME,Background,Skin,Patterns,Eyes,Clothes,Mouth,Gear,Trait Count,Optimizers,RARITY_SCORE,Rank
267,apex-optimizers-official #267,135.666802333469,209.2487968194183,161.0305958132045,284.9002849002849,43.67575122292103,63.783645873198104,65.05334374186832,6944.444444444444,101.19409026512852,8008.997755413937,1
252,apex-optimizers-official #252,169.11889058007782,184.26386585590566,89.60573476702508,275.70995312930796,43.67575122292103,83.79420144126026,65.05334374186832,6944.444444444444,101.19409026512852,7956.860275447939,2
514,apex-optimizers-official #514,242.0721374969741,121.03606874848705,89.60573476702508,203.50020350020347,43.67575122292103,60.617081893677636,65.05334374186832,6944.444444444444,101.19409026512852,7871.1988560807295,3
118,apex-optimizers-official #118,162.44314489928527,121.03606874848705,89.60573476702508,133.54700854700855,43.67575122292103,83.79420144126026,65.05334374186832,6944.444444444444,101.19409026512852,7744.793788077429,4
55,apex-optimizers-official #55,135.666802333469,209.2487968194183,241.54589371980674,149.947518368571,140.29180695847361,2849.0028490028485,721.5007215007215,95.45628102329134,176.36684303350972,4719.02751276011,5
417,apex-optimizers-official #417,342.93552812071334,132.74923669188902,292.3976608187134,189.93352326685658,220.45855379188708,1424.5014245014243,1587.3015873015872,95.45628102329134,103.74520178441747,4389.478997300779,6
15,apex-optimizers-official #15,173.88280299078423,121.03606874848705,766.2835249042145,284.9002849002849,43.67575122292103,1709.4017094017092,529.100529100529,555.5555555555555,101.19409026512852,4285.030317089614,7
290,apex-optimizers-official #290,173.88280299078423,184.26386585590566,241.54589371980674,213.67521367521366,243.66471734892787,2849.0028490028485,65.05334374186832,116.71335200746965,109.2537965694308,4197.055834912255,8
473,apex-optimizers-official #473,173.88280299078423,209.2487968194183,241.54589371980674,170.94017094017093,192.9012345679012,2849.0028490028485,75.58578987150415,116.71335200746965,101.19409026512852,4131.014980185032,9
345,apex-optimizers-official #345,237.41690408357076,209.2487968194183,766.2835249042145,213.67521367521366,243.66471734892787,1424.5014245014243,193.5733643050716,95.45628102329134,333.66700033366703,3717.487226994799,10
543,apex-optimizers-official #543,169.11889058007782,514.4032921810699,89.60573476702508,275.70995312930796,43.67575122292103,1424.5014245014243,248.015873015873,116.71335200746965,685.8710562414267,3567.6153276465952,11
452,apex-optimizers-official #452,237.41690408357076,209.2487968194183,161.0305958132045,158.2779360557138,43.67575122292103,1709.4017094017092,184.5699520118125,555.5555555555555,101.19409026512852,3360.371291229034,12
383,apex-optimizers-official #383,173.88280299078423,209.2487968194183,292.3976608187134,167.5884028825205,159.64240102171135,1424.5014245014243,118.45534233593933,95.45628102329134,685.8710562414267,3327.0441686352297,13
26,apex-optimizers-official #26,169.11889058007782,184.26386585590566,89.60573476702508,213.67521367521366,192.9012345679012,59.769290538521304,1587.3015873015872,95.45628102329134,685.8710562414267,3277.96315455095,14
