TOKEN_ID,TOKEN_NAME,Background,Fur,Clothes,Jewelry,Mouth,Eyes,Trait Count,Head,Foreground,RARITY_SCORE,Rank
1602,jbac #1602,190.5850962454736,41.335978835978835,25.06454119357345,9.739753779024468,41.1522633744856,60.518034374243534,5555.555555555556,6.508001587952387,22.22222222222222,5952.68144716851,1
2401,jbac #2401,32.27159776680544,40.083373416706756,25.06454119357345,9.739753779024468,40.84967320261438,64.30041152263375,5555.555555555556,6.508001587952387,22.22222222222222,5796.5951302470885,2
1860,jbac #1860,29.363401456424715,38.71467286101433,25.06454119357345,9.739753779024468,43.74453193350831,64.30041152263375,5555.555555555556,6.508001587952387,22.22222222222222,5795.21309211191,3
529,jbac #529,29.10953919599453,38.71467286101433,25.06454119357345,9.739753779024468,44.80286738351255,61.11722283339445,5555.555555555556,6.508001587952387,22.22222222222222,5792.834376612244,4
2246,jbac #2246,224.46689113355785,38.71467286101433,26.549847338377806,62.00396825396825,36.31082062454611,51.87260089220874,128.45215157353886,68.71435442864015,185.1851851851852,822.2704922910374,5
426,jbac #426,190.5850962454736,38.71467286101433,26.549847338377806,64.30041152263375,42.40882103477524,59.93048064245476,128.45215157353886,81.4000814000814,185.1851851851852,817.5267478035349,6
247,jbac #247,224.46689113355785,40.083373416706756,30.37482534475427,64.90134994807892,43.40277777777778,29.677113010446345,128.45215157353886,68.71435442864015,185.1851851851852,815.2580218186862,7
1519,jbac #1519,224.46689113355785,41.335978835978835,34.13551800648575,33.06878306878307,39.96802557953637,27.434842249657066,128.45215157353886,68.71435442864015,185.1851851851852,782.7617300613632,8
1114,jbac #1114,190.5850962454736,40.083373416706756,49.09903274905484,33.06878306878307,37.53753753753754,25.613441934327135,128.45215157353886,63.74705169885893,185.1851851851852,753.371653409466,9
1899,jbac #1899,190.5850962454736,38.526737555863775,30.37482534475427,65.51362683438155,13.550135501355014,29.677113010446345,128.45215157353886,34.13551800648575,185.1851851851852,716.0003892574844,10
1099,jbac #1099,190.5850962454736,39.48511411197979,30.119574711605072,65.51362683438155,13.550135501355014,25.092843521027806,128.45215157353886,37.26060064088234,185.1851851851852,715.2443283254293,11
2102,jbac #2102,224.46689113355785,38.71467286101433,45.36999228710132,42.08754208754209,62.421972534332085,51.87260089220874,17.89228842368939,6.508001587952387,185.1851851851852,674.5191469925833,12
1791,jbac #1791,78.30240388379924,36.57376929266331,30.37482534475427,60.916179337231966,40.84967320261438,51.87260089220874,128.45215157353886,58.788947677836575,185.1851851851852,671.3157363898325,13
1435,jbac #1435,29.10953919599453,40.286842317299175,53.49596105494036,39.91060025542784,74.07407407407408,64.97725795971411,128.45215157353886,55.69479253689781,185.1851851851852,671.186404153072,14
815,jbac #815,78.30240388379924,38.15628815628816,60.74965068950854,39.91060025542784,38.051750380517504,27.434842249657066,128.45215157353886,68.71435442864015,185.1851851851852,664.9572268025626,15
1457,jbac #1457,32.375032375032376,39.48511411197979,30.37482534475427,58.356676003734826,62.421972534332085,51.87260089220874,128.45215157353886,67.8334011667345,185.1851851851852,656.3569591875007,16
1513,jbac #1513,31.864385176688018,38.71467286101433,47.78972520908005,33.06878306878307,74.07407407407408,51.87260089220874,128.45215157353886,63.74705169885893,185.1851851851852,654.7686297394313,17
605,jbac #605,30.062530062530065,38.71467286101433,60.74965068950854,39.91060025542784,38.051750380517504,64.97725795971411,128.45215157353886,63.74705169885893,185.1851851851852,649.8508506662953,18
2564,jbac #2564,31.864385176688018,38.526737555863775,45.36999228710132,33.06878306878307,43.06632213608958,64.97725795971411,128.45215157353886,78.97022822395958,185.1851851851852,649.4810431669234,19
486,jbac #486,190.5850962454736,40.083373416706756,25.06454119357345,126.26262626262627,37.03703703703704,51.87260089220874,149.14243102162567,6.508001587952387,22.22222222222222,648.7779298794261,20
2368,jbac #2368,31.864385176688018,40.90983472426772,34.13551800648575,60.916179337231966,37.53753753753754,64.97725795971411,128.45215157353886,63.74705169885893,185.1851851851852,647.7251011995081,21
1958,jbac #1958,32.375032375032376,40.083373416706756,29.378929431811503,62.00396825396825,44.80286738351255,59.93048064245476,128.45215157353886,63.74705169885893,185.1851851851852,645.9590399610692,22
285,jbac #285,33.44705331460298,40.083373416706756,31.167212092878295,62.00396825396825,36.31082062454611,59.93048064245476,128.45215157353886,68.71435442864015,185.1851851851852,645.2945995325214,23
2172,jbac #2172,78.30240388379924,38.15628815628816,30.119574711605072,60.916179337231966,37.03703703703704,27.434842249657066,128.45215157353886,58.14291528577243,185.1851851851852,643.746577420115,24
126,jbac #126,29.10953919599453,38.15628815628816,30.37482534475427,59.35422602089269,45.16711833785005,59.93048064245476,128.45215157353886,67.8334011667345,185.1851851851852,643.563215623693,25
589,jbac #589,33.44705331460298,44.33803316484881,31.167212092878295,39.91060025542784,45.16711833785005,51.87260089220874,128.45215157353886,81.4000814000814,185.1851851851852,640.9400362166222,26
2688,jbac #2688,29.363401456424715,40.286842317299175,44.24974556396301,34.20908593322387,43.40277777777778,64.97725795971411,128.45215157353886,66.97475051905433,185.1851851851852,637.101198286181,27
824,jbac #824,224.46689113355785,40.083373416706756,25.06454119357345,64.90134994807892,43.06632213608958,60.518034374243534,149.14243102162567,6.508001587952387,22.22222222222222,635.9731670340503,28
2263,jbac #2263,32.27159776680544,40.90983472426772,31.167212092878295,62.00396825396825,62.421972534332085,25.613441934327135,128.45215157353886,66.13756613756614,185.1851851851852,634.1629302028691,29
894,jbac #894,32.27159776680544,38.71467286101433,50.482104094098645,39.91060025542784,62.421972534332085,27.434842249657066,128.45215157353886,66.13756613756614,185.1851851851852,631.0106926576256,30
1839,jbac #1839,30.062530062530065,40.286842317299175,45.36999228710132,42.08754208754209,74.07407407407408,29.677113010446345,128.45215157353886,55.69479253689781,185.1851851851852,630.890223134615,31
417,jbac #417,224.46689113355785,44.33803316484881,25.06454119357345,64.90134994807892,13.550135501355014,23.206163557040753,17.89228842368939,32.066698733365406,185.1851851851852,630.6712868406947,32
1147,jbac #1147,33.44705331460298,39.48511411197979,45.95165885488466,39.91060025542784,37.53753753753754,51.87260089220874,128.45215157353886,68.71435442864015,185.1851851851852,630.5562561540057,33
2524,jbac #2524,33.44705331460298,40.083373416706756,34.13551800648575,58.356676003734826,40.84967320261438,29.677113010446345,128.45215157353886,80.1667468334135,185.1851851851852,630.3534905467286,34
648,jbac #648,30.062530062530065,39.48511411197979,31.167212092878295,60.916179337231966,43.06632213608958,51.87260089220874,128.45215157353886,60.12506012506012,185.1851851851852,630.3323555167026,35
958,jbac #958,29.10953919599453,40.083373416706756,28.90507573129842,62.56256256256257,44.80286738351255,51.87260089220874,128.45215157353886,58.788947677836575,185.1851851851852,629.7623036188443,36
575,jbac #575,224.46689113355785,38.71467286101433,25.06454119357345,64.30041152263375,38.051750380517504,61.11722283339445,149.14243102162567,6.508001587952387,22.22222222222222,629.5881447564916,37
2270,jbac #2270,31.864385176688018,40.286842317299175,30.119574711605072,64.90134994807892,62.421972534332085,27.434842249657066,128.45215157353886,58.788947677836575,185.1851851851852,629.455251374221,38
520,jbac #520,32.27159776680544,40.90983472426772,49.78096375945839,34.20908593322387,37.03703703703704,51.87260089220874,128.45215157353886,68.71435442864015,185.1851851851852,628.4328113003654,39
480,jbac #480,32.27159776680544,36.57376929266331,26.549847338377806,58.356676003734826,45.16711833785005,51.87260089220874,128.45215157353886,63.74705169885893,185.1851851851852,628.1759980892231,40
956,jbac #956,32.375032375032376,44.33803316484881,30.119574711605072,34.20908593322387,42.40882103477524,51.87260089220874,128.45215157353886,78.97022822395958,185.1851851851852,627.9307130943777,41
2076,jbac #2076,33.44705331460298,40.083373416706756,53.49596105494036,33.06878306878307,45.16711833785005,51.87260089220874,128.45215157353886,55.69479253689781,185.1851851851852,626.4670193807137,42
2366,jbac #2366,29.10953919599453,38.71467286101433,51.20327700972862,33.06878306878307,41.1522633744856,51.87260089220874,128.45215157353886,66.13756613756614,185.1851851851852,624.896039298505,43
810,jbac #810,78.30240388379924,39.48511411197979,30.119574711605072,33.06878306878307,38.051750380517504,25.092843521027806,128.45215157353886,66.97475051905433,185.1851851851852,624.7325569554908,44
185,jbac #185,32.27159776680544,38.526737555863775,31.167212092878295,59.35422602089269,37.53753753753754,51.87260089220874,128.45215157353886,60.12506012506012,185.1851851851852,624.4923087499707,45
330,jbac #330,31.864385176688018,39.48511411197979,30.119574711605072,62.00396825396825,45.16711833785005,23.206163557040753,128.45215157353886,78.97022822395958,185.1851851851852,624.4538891318156,46
538,jbac #538,30.062530062530065,40.083373416706756,40.27224034473038,39.457070707070706,41.1522633744856,51.87260089220874,128.45215157353886,67.8334011667345,185.1851851851852,624.3708167231907,47
1554,jbac #1554,29.10953919599453,38.15628815628816,28.90507573129842,60.916179337231966,37.53753753753754,51.87260089220874,128.45215157353886,63.74705169885893,185.1851851851852,623.8816093081423,48
188,jbac #188,33.44705331460298,40.286842317299175,26.549847338377806,59.35422602089269,44.80286738351255,25.613441934327135,128.45215157353886,78.97022822395958,185.1851851851852,622.661843291696,49
2562,jbac #2562,78.30240388379924,36.57376929266331,50.482104094098645,34.20908593322387,13.550135501355014,29.677113010446345,128.45215157353886,66.13756613756614,185.1851851851852,622.5695146118766,50
621,jbac #621,29.10953919599453,38.71467286101433,44.24974556396301,33.06878306878307,43.40277777777778,51.87260089220874,128.45215157353886,67.8334011667345,185.1851851851852,621.8888572852,51
359,jbac #359,32.375032375032376,38.71467286101433,30.37482534475427,58.356676003734826,40.84967320261438,25.613441934327135,128.45215157353886,80.1667468334135,185.1851851851852,620.0884053136149,52
1125,jbac #1125,190.5850962454736,38.15628815628816,47.78972520908005,9.739753779024468,74.07407407407408,23.206163557040753,17.89228842368939,32.460155159541664,185.1851851851852,619.0887297893973,53
1013,jbac #1013,30.062530062530065,44.33803316484881,51.20327700972862,42.08754208754209,43.40277777777778,23.206163557040753,128.45215157353886,68.71435442864015,185.1851851851852,616.6520148468323,54
