TOKEN_ID,TOKEN_NAME,Quak,Beak,Feathers,Wear,NUM_TRAITS,RARITY_SCORE,Rank
3878,Quak #3878,180.45112781954887,16.51376146788991,18.05416248746239,44.44444444444444,24.0,283.4634962193456,1
5184,Quak #5184,180.45112781954887,16.18705035971223,17.11026615969582,44.44444444444444,24.0,282.1928887834014,2
4510,Quak #4510,180.45112781954887,36.29032258064517,17.11026615969582,22.98850574712644,24.0,280.8402223070163,3
5222,Quak #5222,180.45112781954887,36.29032258064517,18.05416248746239,21.978021978021978,24.0,280.7736348656784,4
4386,Quak #4386,180.45112781954887,16.51376146788991,18.05416248746239,34.09090909090909,24.0,273.10996086581025,5
5041,Quak #5041,180.45112781954887,21.79176755447942,21.608643457382954,22.900763358778626,24.0,270.7523021901899,6
2999,Quak #2999,180.45112781954887,21.79176755447942,21.556886227544915,22.900763358778626,24.0,270.70054496035186,7
5590,Quak #5590,180.45112781954887,21.79176755447942,21.608643457382954,22.55639097744361,24.0,270.4079298088549,8
3668,Quak #3668,180.45112781954887,21.79176755447942,21.556886227544915,22.55639097744361,24.0,270.35617257901686,9
5130,Quak #5130,18.59984500129166,157.8947368421053,44.665012406947895,22.55639097744361,24.0,267.71598522778845,10
5798,Quak #5798,180.45112781954887,18.03607214428858,21.556886227544915,22.900763358778626,24.0,266.94484955016094,11
5972,Quak #5972,180.45112781954887,17.91044776119403,21.32701421800948,23.255813953488374,24.0,266.94440375224076,12
5476,Quak #5476,180.45112781954887,17.91044776119403,21.608643457382954,22.72727272727273,24.0,266.6974917653986,13
3742,Quak #3742,180.45112781954887,21.79176755447942,18.05416248746239,22.388059701492537,24.0,266.68511756298324,14
4364,Quak #4364,180.45112781954887,17.91044776119403,21.608643457382954,22.641509433962263,24.0,266.6117284720881,15
5973,Quak #5973,180.45112781954887,17.91044776119403,21.556886227544915,22.388059701492537,24.0,266.30652150978034,16
5591,Quak #5591,180.45112781954887,21.79176755447942,18.05416248746239,21.978021978021978,24.0,266.27507983951267,17
4033,Quak #4033,180.45112781954887,18.03607214428858,17.11026615969582,26.666666666666668,24.0,266.26413279019994,18
5037,Quak #5037,180.45112781954887,17.91044776119403,21.32701421800948,22.55639097744361,24.0,266.24498077619603,19
