TOKEN_ID,TOKEN_NAME,1.Background,2.Face,3.Shirt,4.Tie,"5.Suit, Vest, Suspenders",6.Tiepin,7.Mouth,"8.Eyes, Glasses",9.Ears,10.Hat,Trait Count,Executives,RARITY_SCORE,Rank
50,officialbusinessapeclub #50,3787.8787878787875,2314.8148148148152,3472.222222222222,2976.190476190476,1736.111111111111,6944.444444444444,1388.888888888889,1543.20987654321,3205.128205128205,29.117167481947355,13888.888888888889,20833.333333333336,62120.228216926334,1
70,officialbusinessapeclub #70,3787.8787878787875,2314.8148148148152,3472.222222222222,2976.190476190476,1736.111111111111,6944.444444444444,1388.888888888889,1543.20987654321,3205.128205128205,29.117167481947355,13888.888888888889,20833.333333333336,62120.228216926334,2
839,officialbusinessapeclub #839,40.512072597634095,44.09171075837743,58.356676003734826,104.42773600668338,37.33572281959379,283.4467120181406,84.17508417508417,85.73388203017834,64.75006475006475,29.117167481947355,267.09401709401715,24.905359633393108,1123.946205368849,3
153,officialbusinessapeclub #153,40.512072597634095,47.72814051164567,74.67144563918758,48.39334107626791,80.74935400516796,283.4467120181406,40.25764895330112,48.22530864197531,45.46281142025823,29.117167481947355,267.09401709401715,24.905359633393108,1030.5633790729362,4
317,officialbusinessapeclub #317,44.04510218463707,52.01831044527674,57.3921028466483,42.517006802721085,80.74935400516796,26.55619290418526,396.82539682539687,31.818760341097114,64.75006475006475,102.88065843621399,17.70412860279017,24.905359633393108,942.1624377775925,5
849,officialbusinessapeclub #849,40.72987943955686,30.659798871719403,57.3921028466483,47.241118669690096,80.74935400516796,20.637279181112763,64.59948320413436,79.13896802785692,188.5369532428356,29.117167481947355,267.09401709401715,24.905359633393108,930.8014816980799,6
1554,officialbusinessapeclub #1554,57.39210284664829,32.150205761316876,35.250987027636775,48.003072196620586,38.15628815628816,90.18759018759019,43.40277777777778,45.38852578068265,188.5369532428356,29.117167481947355,267.09401709401715,24.905359633393108,899.5850471867545,7
912,officialbusinessapeclub #912,46.47704034207102,37.947783849423196,55.11463844797178,43.133195307108345,39.910600255427845,20.637279181112763,396.82539682539687,54.14771496642842,76.31257631257631,73.48618459729572,17.70412860279017,24.905359633393108,886.6018983209957,8
722,officialbusinessapeclub #722,56.960583276372745,37.947783849423196,43.13319530710835,44.091710758377424,82.67195767195768,20.637279181112763,396.82539682539687,54.14771496642842,53.86770092652445,52.31219920485458,17.70412860279017,24.905359633393108,885.2050102037398,9
931,officialbusinessapeclub #931,40.512072597634095,34.29355281207133,54.25347222222222,43.133195307108345,80.74935400516796,26.55619290418526,56.68934240362812,38.103947568968145,188.5369532428356,29.117167481947355,267.09401709401715,24.905359633393108,883.9446272731786,10
396,officialbusinessapeclub #396,60.60606060606061,52.01831044527674,55.11463844797178,66.88068485821294,68.08278867102396,283.4467120181406,43.40277777777778,49.78096375945839,92.90226681531028,53.21413367390379,17.70412860279017,24.905359633393108,868.0588253093202,11
366,officialbusinessapeclub #366,46.47704034207102,37.947783849423196,55.11463844797178,47.241118669690096,80.74935400516796,283.4467120181406,84.17508417508417,51.440329218106996,78.17385866166353,55.114638447971785,17.70412860279017,24.905359633393108,862.4900460714744,12
261,officialbusinessapeclub #261,44.04510218463707,32.150205761316876,43.13319530710835,44.7547440028643,37.33572281959379,50.68937550689376,396.82539682539687,48.99078973153047,43.31254331254331,71.7772035601493,17.70412860279017,24.905359633393108,855.6237672482173,13
609,officialbusinessapeclub #609,57.39210284664829,52.01831044527674,55.11463844797178,47.241118669690096,30.193236714975846,26.55619290418526,396.82539682539687,51.440329218106996,45.46281142025823,47.48338081671415,17.70412860279017,24.905359633393108,852.3370065454076,14
1068,officialbusinessapeclub #1068,46.47704034207102,68.08278867102398,74.67144563918758,42.517006802721085,38.15628815628816,283.4467120181406,32.29974160206718,51.440329218106996,64.75006475006475,102.88065843621399,17.70412860279017,24.905359633393108,847.3315638720687,15
557,officialbusinessapeclub #557,40.512072597634095,37.63926528154171,54.25347222222222,48.003072196620586,30.193236714975846,26.55619290418526,56.68934240362812,38.103947568968145,188.5369532428356,29.117167481947355,267.09401709401715,24.905359633393108,841.6040993419692,16
1349,officialbusinessapeclub #1349,46.47704034207102,40.61078622482132,58.356676003734826,48.003072196620586,37.33572281959379,90.18759018759019,42.73504273504274,61.7283950617284,92.90226681531028,29.117167481947355,267.09401709401715,24.905359633393108,839.4531365958708,17
534,officialbusinessapeclub #534,60.60606060606061,46.76393565282454,55.11463844797178,37.67329716696805,37.33572281959379,20.637279181112763,32.29974160206718,38.103947568968145,188.5369532428356,29.117167481947355,267.09401709401715,24.905359633393108,838.1881204977601,18
1069,officialbusinessapeclub #1069,44.04510218463707,121.83235867446395,39.45707070707071,37.67329716696805,31.281281281281284,283.4467120181406,40.25764895330112,44.73072105922347,76.31257631257631,73.48618459729572,17.70412860279017,24.905359633393108,835.1324411911415,19
917,officialbusinessapeclub #917,57.39210284664829,44.09171075837743,57.3921028466483,42.21546774738264,30.193236714975846,20.637279181112763,138.88888888888889,51.440329218106996,64.75006475006475,29.117167481947355,267.09401709401715,24.905359633393108,828.1177271615636,20
