TOKEN_ID,TOKEN_NAME,Background,Expression,Clothing,Accessories,Headwear,Eyewear,NUM_TRAITS,RARITY_SCORE,Rank
3268,Shaqtus,24.494411326378536,18783.714285714286,4534.0,14609.555555555555,5.459475170237503,6.258853769992383,30.12969752520623,37993.61227906165,1
1776,Shaq Gives Back #1776,3287.15,37.26927437641723,9.77155172413793,68.91299790356393,21.611768573307035,29.99224452554744,27.576761744966444,3482.2845988479403,2
2307,Shaq Gives Back #2307,3287.15,37.26927437641723,9.77155172413793,6.8653926482873855,5.459475170237503,32.610615079365076,30.12969752520623,3409.256006523652,3
984,Shaq Gives Back #984,3287.15,15.536570955925793,9.77155172413793,33.662570404505885,21.611768573307035,8.981284153005465,27.576761744966444,3404.290507555849,4
1914,Shaq Gives Back #1914,3287.15,15.837870392676463,10.143176733780761,6.8653926482873855,33.97571059431524,29.99224452554744,15.81881616939365,3399.7832110640015,5
1474,Shaq Gives Back #1474,3287.15,15.837870392676463,10.143176733780761,22.75631706472828,5.459475170237503,8.981284153005465,15.81881616939365,3366.1469396838224,6
100,Shaq Gives Back #100,24.494411326378536,670.8469387755102,10.143176733780761,40.35788827501534,405.820987654321,8.981284153005465,27.576761744966444,1188.2214486629778,7
3575,Shaq Gives Back #3575,23.214336158192094,670.8469387755102,10.37528604118993,33.662570404505885,347.8465608465608,8.981284153005465,27.576761744966444,1122.5037381239308,8
4079,Shaq Gives Back #4079,23.116385372714486,670.8469387755102,25.188888888888886,292.1911111111111,9.01824417009602,32.226960784313725,27.576761744966444,1080.165290847601,9
931,Shaq Gives Back #931,23.116385372714486,49.30108736407949,906.8,34.2144158209732,5.459475170237503,32.226960784313725,15.81881616939365,1066.937140681712,10
2111,Shaq Gives Back #2111,30.4930426716141,670.8469387755102,9.77155172413793,292.1911111111111,5.459475170237503,37.69667431192661,15.81881616939365,1062.2776099339312,11
1624,Shaq Gives Back #1624,25.13111620795107,15.536570955925793,906.8,68.91299790356393,5.459475170237503,8.981284153005465,15.81881616939365,1046.6402605600772,12
2860,Shaq Gives Back #2860,24.494411326378536,15.837870392676463,906.8,33.662570404505885,5.459475170237503,32.226960784313725,15.81881616939365,1034.3001042475057,13
654,Shaq Gives Back #654,30.4930426716141,15.536570955925793,906.8,6.8653926482873855,22.338769962623175,29.774909420289855,15.81881616939365,1027.627501828134,14
355,Shaq Gives Back #355,25.13111620795107,15.333644314868804,906.8,6.8653926482873855,9.01824417009602,37.69667431192661,15.81881616939365,1016.6638878225236,15
