TOKEN_ID,TOKEN_NAME,Accessory,Background,Clothes,Eyes,Hair,Body,Head,Moon,Mouth,Trait Count,Glasses,Hat,Beard,Unique,RARITY_SCORE,Rank
2173,sneaky-vampire-syndicate #2173,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,7142.857142857143,10677.4522059599,1
3044,sneaky-vampire-syndicate #3044,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,7142.857142857143,10677.4522059599,2
3468,sneaky-vampire-syndicate #3468,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,7142.857142857143,10677.4522059599,3
4015,sneaky-vampire-syndicate #4015,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,7142.857142857143,10677.4522059599,4
5304,sneaky-vampire-syndicate #5304,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,7142.857142857143,10677.4522059599,5
604,sneaky-vampire-syndicate #604,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,7142.857142857143,10677.4522059599,6
6750,sneaky-vampire-syndicate #6750,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,7142.857142857143,10677.4522059599,7
7086,sneaky-vampire-syndicate #7086,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,7142.857142857143,10677.4522059599,8
3693,sneaky-vampire-syndicate #3693,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,892.8571428571429,4427.452205959899,9
4187,sneaky-vampire-syndicate #4187,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,892.8571428571429,4427.452205959899,10
5868,sneaky-vampire-syndicate #5868,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,892.8571428571429,4427.452205959899,11
684,sneaky-vampire-syndicate #684,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,892.8571428571429,4427.452205959899,12
7491,sneaky-vampire-syndicate #7491,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,892.8571428571429,4427.452205959899,13
8065,sneaky-vampire-syndicate #8065,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,892.8571428571429,4427.452205959899,14
8078,sneaky-vampire-syndicate #8078,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,892.8571428571429,4427.452205959899,15
8429,sneaky-vampire-syndicate #8429,1.1606475484802483,262.60504201680675,4.428854875283447,279.0178571428571,56.15453728661276,446.42857142857144,446.42857142857144,1116.0714285714284,279.0178571428571,637.7551020408163,2.3117538814347665,0.7299355320938055,2.4849042069428227,892.8571428571429,4427.452205959899,16
2976,sneaky-vampire-syndicate #2976,1.1606475484802483,7.436602959767978,1488.095238095238,1116.0714285714284,4.976907150820193,71.42857142857143,71.42857142857143,7.1514388695005415,36.894923258559615,40.17354973485457,2.3117538814347665,0.7299355320938055,2.4849042069428227,0.80510112070076,2851.149573786965,17
8349,sneaky-vampire-syndicate #8349,16.397743670470945,7.7095058206768945,23.620559334845048,1488.0952380952378,12.637751491254676,8.00768737988469,8.00768737988469,7.1514388695005415,12.61097659402744,3.387809306989728,3.7625669736921314,15.288649706457923,2.4849042069428227,0.80510112070076,1609.9676199505661,18
8200,sneaky-vampire-syndicate #8200,16.397743670470945,6.4740842407841415,9.129418638621093,1488.0952380952378,6.130155460742484,26.455026455026452,26.455026455026452,7.1514388695005415,11.022927689594356,3.1186068559453117,3.7625669736921314,0.7299355320938055,2.4849042069428227,0.80510112070076,1608.2121742643792,19
