TOKEN_ID,TOKEN_NAME,Background,Skin,Clothes,Eyes / Sunglasses,Hair / Hat,Mouth,Earing,Chain,Unique,NUM_TRAITS,RARITY_SCORE,Rank
3289,ALIEN SECRET SOCIETY #3289,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,1
9227,ALIEN SECRET SOCIETY #9227,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,2
1626,ALIEN SECRET SOCIETY #1626,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,3
196,ALIEN SECRET SOCIETY #196,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,4
2546,ALIEN SECRET SOCIETY #2546,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,5
7898,ALIEN SECRET SOCIETY #7898,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,6
6316,ALIEN SECRET SOCIETY #6316,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,7
3579,ALIEN SECRET SOCIETY #3579,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,8
6470,ALIEN SECRET SOCIETY #6470,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,9
3195,ALIEN SECRET SOCIETY #3195,1636.1999999999998,943.9615384615386,43.28571428571429,782.5304347826087,18.750729267953883,584.3571428571429,15.237216390111751,6.877942525221646,23475.91304347826,4090.5,31597.613762048553,10
