TOKEN_ID,TOKEN_NAME,Class,Background,Body,Back,Clothes,Eyes,Mouth,Trait Count,Hat,Mask,Arms,Name,Special,RARITY_SCORE,Rank
1237,dizzydemons #1237,7692.3076923076915,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,8547.008547008547,12820.51282051282,31201.61302760712,1
1260,dizzydemons #1260,49.46821667078901,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,5.345221105071011,25641.02564102564,27837.62304657956,2
43,dizzydemons #43,7692.3076923076915,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,4273.504273504273,12820.51282051282,26928.108754102846,3
113,dizzydemons #113,7692.3076923076915,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,8547.008547008547,15.97571691029635,18397.075924004595,4
948,dizzydemons #948,7692.3076923076915,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,8547.008547008547,15.97571691029635,18397.075924004595,5
1031,dizzydemons #1031,3076.9230769230767,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,8547.008547008547,15.97571691029635,13781.69130861998,6
1287,dizzydemons #1287,3076.9230769230767,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,8547.008547008547,15.97571691029635,13781.69130861998,7
1302,dizzydemons #1302,3076.9230769230767,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,8547.008547008547,15.97571691029635,13781.69130861998,8
394,dizzydemons #394,3076.9230769230767,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,8547.008547008547,15.97571691029635,13781.69130861998,9
1170,dizzydemons #1170,3076.9230769230767,549.4505494505494,265.2519893899204,3.244877960139919,3.6619573894638164,12.398948569161334,13.638843426077466,1282.051282051282,3.1796906796906796,5.78673564455555,3.11909321721989,4273.504273504273,15.97571691029635,9508.187035115707,10
