TOKEN_ID,TOKEN_NAME,Background,Body,Clothing,Face Hair,Face,Hat,Trait Count,Item,Eyewear,Back,Mouth,1of1,RARITY_SCORE,Rank
3173,little-lemon-friends #3173,1543.2098765432097,1388.8888888888887,375.3753753753753,2.1043771043771042,661.3756613756613,41.335978835978835,2314.8148148148143,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,11904.761904761903,18236.01663964317,1
332,little-lemon-friends #332,1543.2098765432097,1388.8888888888887,375.3753753753753,2.1043771043771042,661.3756613756613,41.335978835978835,2314.8148148148143,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,11904.761904761903,18236.01663964317,2
5158,little-lemon-friends #5158,1543.2098765432097,1388.8888888888887,375.3753753753753,2.1043771043771042,661.3756613756613,41.335978835978835,2314.8148148148143,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,11904.761904761903,18236.01663964317,3
7212,little-lemon-friends #7212,1543.2098765432097,1388.8888888888887,375.3753753753753,2.1043771043771042,661.3756613756613,41.335978835978835,2314.8148148148143,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,11904.761904761903,18236.01663964317,4
8936,little-lemon-friends #8936,1543.2098765432097,1388.8888888888887,375.3753753753753,2.1043771043771042,661.3756613756613,41.335978835978835,2314.8148148148143,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,11904.761904761903,18236.01663964317,5
9047,little-lemon-friends #9047,1543.2098765432097,1388.8888888888887,375.3753753753753,2.1043771043771042,661.3756613756613,41.335978835978835,2314.8148148148143,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,11904.761904761903,18236.01663964317,6
3194,little-lemon-friends #3194,5.367686527106817,555.5555555555555,6.5282673978326144,2.1043771043771042,566.8934240362811,6.7640692640692635,2.9971706708866828,0.8912274697695641,56.68934240362811,1.1533706102714574,1.0315574041064237,1.1913101075514763,1207.167358551436,7
83,little-lemon-friends #83,6.915055458744779,555.5555555555555,6.5282673978326144,25.484199796126397,566.8934240362811,10.629251700680271,7.411360132811573,0.8912274697695641,20.177562550443906,1.1533706102714574,1.0315574041064237,1.1913101075514763,1203.8621422201752,8
3120,little-lemon-friends #3120,5.639012947173726,555.5555555555555,5.3244734095797925,36.79175864606328,566.8934240362811,8.087474120082815,2.9971706708866828,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1186.629941436138,9
2495,little-lemon-friends #2495,5.639012947173726,555.5555555555555,6.136927117853548,2.1043771043771042,566.8934240362811,18.836648583484024,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1164.9543081057395,10
5650,little-lemon-friends #5650,5.300091161567979,555.5555555555555,9.081662307468758,2.1043771043771042,566.8934240362811,7.9154002026342445,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1156.6388731288991,11
4829,little-lemon-friends #4829,5.300091161567979,555.5555555555555,9.30682748864567,2.1043771043771042,566.8934240362811,5.511463844797178,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1154.460101952239,12
3565,little-lemon-friends #3565,5.300091161567979,555.5555555555555,6.136927117853548,2.1043771043771042,566.8934240362811,6.359381359381359,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1152.1381190960312,13
3413,little-lemon-friends #3413,5.367686527106817,555.5555555555555,5.561116672227784,2.1043771043771042,496.03174603174597,6.359381359381359,2.9971706708866828,0.8912274697695641,1.0736064588164562,26.37965600928564,1.0315574041064237,1.1913101075514763,1104.5443913708107,14
2485,little-lemon-friends #2485,6.915055458744779,555.5555555555555,6.643811953546466,25.484199796126397,496.03174603174597,5.295712591086256,2.9971706708866828,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1104.2643241082071,15
3219,little-lemon-friends #3219,6.915055458744779,555.5555555555555,5.602617542916049,2.1043771043771042,496.03174603174597,13.778659611992945,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1089.7763740663468,16
4628,little-lemon-friends #4628,5.1612370452950165,555.5555555555555,8.937508937508937,2.1043771043771042,496.03174603174597,6.200396825396825,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1083.779184260894,17
9849,little-lemon-friends #9849,5.300091161567979,555.5555555555555,6.643811953546466,2.1043771043771042,496.03174603174597,7.592322643343051,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1083.0162672111505,18
4035,little-lemon-friends #4035,6.915055458744779,555.5555555555555,5.7602359392640725,2.1043771043771042,496.03174603174597,5.552594171997157,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1081.707927022699,19
1772,little-lemon-friends #1772,5.1612370452950165,555.5555555555555,6.136927117853548,2.1043771043771042,496.03174603174597,4.91120540625491,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1079.6894110220967,20
9010,little-lemon-friends #9010,5.639012947173726,555.5555555555555,5.3244734095797925,2.1043771043771042,496.03174603174597,5.010421677088344,4.447290710499163,0.8912274697695641,1.0736064588164562,1.1533706102714574,1.0315574041064237,1.1913101075514763,1079.4539494865348,21
569,little-lemon-friends #569,5.367686527106817,148.8095238095238,6.825006825006825,36.79175864606328,70.86167800453514,5.27693346842283,730.9941520467835,9.794703024604294,23.741690408357076,34.54947484798231,1.0315574041064237,1.1913101075514763,1075.235475120044,22
4665,little-lemon-friends #4665,5.300091161567979,148.8095238095238,5.479932487231757,36.79175864606328,70.86167800453514,6.2525010004001595,730.9941520467835,9.794703024604294,20.177562550443906,34.54947484798231,1.0315574041064237,1.1913101075514763,1071.234245090794,23
2257,little-lemon-friends #2257,5.635580802957553,122.54901960784314,13.326936403859479,25.484199796126397,58.35667600373482,5.010421677088344,730.9941520467835,9.794703024604294,23.741690408357076,26.37965600928564,1.0315574041064237,1.1913101075514763,1023.4959032922981,24
2841,little-lemon-friends #2841,5.1612370452950165,117.37089201877933,9.081662307468758,25.484199796126397,55.89090096132349,7.592322643343051,730.9941520467835,9.794703024604294,23.741690408357076,28.935185185185183,1.0315574041064237,1.1913101075514763,1016.2698129489239,25
2793,little-lemon-friends #2793,5.639012947173726,1.0158884960786703,4.6152710087136315,2.1043771043771042,1.9291463141730518,20.667989417989418,730.9941520467835,59.35422602089268,33.87533875338753,26.37965600928564,71.77720356014929,1.1913101075514763,959.5435717865556,26
