TOKEN_ID,TOKEN_NAME,Background,Body,Shirt,Eyes,Mouth,Hats,Attack,Defense,Special,NUM_TRAITS,RARITY_SCORE,Rank
5486,Baby Ape Mutant Club #5486,20.653858072513174,104.140625,120.52441229656421,13.816334991708128,28.30749628371204,59.50892857142857,12.229357798165138,12.2744014732965,18.437067773167357,20.0,409.89248226055514,1
476,Baby Ape Mutant Club #476,20.344932844932845,104.140625,120.52441229656421,36.90476190476191,16.33578431372549,21.293929712460063,36.12466124661247,12.2744014732965,17.989203778677464,20.0,405.9327125710309,2
2813,Baby Ape Mutant Club #2813,19.042857142857144,104.140625,120.52441229656421,49.813153961136024,14.25668449197861,12.891682785299807,12.229357798165138,11.744493392070485,17.28923476005188,20.0,381.9325016281233,3
2997,Baby Ape Mutant Club #2997,20.653858072513174,94.53900709219859,120.52441229656421,11.918812589413447,14.413927335640139,25.150943396226413,17.964959568733153,12.2744014732965,37.23463687150838,20.0,374.674958696094,4
3393,Baby Ape Mutant Club #3393,20.653858072513174,23.42706502636204,120.52441229656421,11.918812589413447,36.98668146503885,62.87735849056604,18.235294117647058,12.2744014732965,37.23463687150838,20.0,364.13252040290973,5
2416,Baby Ape Mutant Club #2416,19.551188031680844,94.53900709219859,4.808802308802309,53.92394822006472,22.86057280054879,62.87735849056604,36.12466124661247,11.744493392070485,37.23463687150838,20.0,363.66466845405256,6
6531,Baby Ape Mutant Club #6531,19.042857142857144,104.140625,17.730779462623037,53.92394822006472,18.71402498947073,59.50892857142857,37.76203966005666,18.160762942779293,12.151321786690977,20.0,361.1352877759711,7
3306,Baby Ape Mutant Club #3306,19.754001185536456,94.53900709219859,109.4417077175698,53.149920255183424,14.850713012477717,6.384099616858237,11.827861579414375,12.2744014732965,17.989203778677464,20.0,360.2109157112126,8
4642,Baby Ape Mutant Club #4642,20.653858072513174,13.756449948400412,120.52441229656421,53.149920255183424,14.25668449197861,31.291079812206576,36.12466124661247,35.64171122994652,12.030685920577618,20.0,357.429463273983,9
4622,Baby Ape Mutant Club #4622,21.253188775510203,94.53900709219859,109.4417077175698,18.240284619594963,12.687987816485819,15.906921241050119,34.179487179487175,12.2744014732965,18.437067773167357,20.0,356.9600536883606,10
5791,Baby Ape Mutant Club #5791,19.571281750110117,94.53900709219859,46.220527045769764,53.92394822006472,13.046882646569443,42.18354430379747,12.229357798165138,17.47051114023591,37.54929577464789,20.0,356.734355771559,11
1757,Baby Ape Mutant Club #1757,20.344932844932845,104.140625,4.808802308802309,21.07843137254902,56.82011935208867,20.015015015015017,36.12466124661247,35.64171122994652,37.02777777777778,20.0,356.0020761477246,12
5137,Baby Ape Mutant Club #5137,20.344932844932845,94.53900709219859,109.4417077175698,21.07843137254902,13.046882646569443,6.384099616858237,11.827861579414375,18.08683853459973,37.23463687150838,20.0,351.9843982762004,13
