TOKEN_ID,TOKEN_NAME,Background,Fur,Neck,Mouth,Eye,Earring,Head,NUM_TRAITS,RARITY_SCORE,Rank
6036,#6036,39.73591040462427,545.85111662531,439.5164835164835,57.033445683173454,54.396142433234424,142.93567251461988,45.24434389140272,56.27475057559477,1380.987865644443,1
1699,#1699,39.73591040462427,545.85111662531,439.5164835164835,37.22761888644441,39.59287257019439,65.41123996431759,78.73228346456693,56.27475057559477,1302.342276007536,2
2580,#2580,48.325571177504386,52.71459381739755,141.32862190812722,399.2341197822142,24.215984147952447,547.2089552238807,29.151603498542272,56.27475057559477,1298.4542001312136,3
1616,#1616,47.53197925669836,545.85111662531,7.290557783448779,37.22761888644441,30.75755033557047,547.2089552238807,23.807142857142857,56.27475057559477,1295.9496715440905,4
4990,#4990,25.578837209302325,331.7918552036199,92.36951501154735,82.9949066213922,54.396142433234424,547.2089552238807,33.21926910299003,56.27475057559477,1223.8342313815615,5
897,#897,98.55645161290323,279.6923076923077,141.32862190812722,7.265635063498093,9.537721123829346,547.2089552238807,39.67857142857143,56.27475057559477,1179.5430146287124,6
5966,#5966,25.578837209302325,17.896757922141315,7.290557783448779,81.53372868791698,407.3666666666667,547.2089552238807,27.24523160762943,56.27475057559477,1170.3954856765808,7
1825,#1825,98.55645161290323,331.7918552036199,7.290557783448779,7.265635063498093,24.215984147952447,142.93567251461988,499.95,56.27475057559477,1168.280906901637,8
5706,#5706,179.13517915309444,17.896757922141315,115.2622478386167,81.53372868791698,124.70408163265306,547.2089552238807,37.590225563909776,56.27475057559477,1159.6059265978076,9
9745,#9745,179.13517915309444,30.379505593150117,231.19075144508668,399.2341197822142,59.906862745098046,142.93567251461988,43.85526315789473,56.27475057559477,1142.9121049667528,10
4211,#4211,32.330687830687836,279.6923076923077,7.290557783448779,66.53901996370237,30.75755033557047,547.2089552238807,95.22857142857143,56.27475057559477,1115.322400833764,11
245,#245,32.330687830687836,331.7918552036199,439.5164835164835,37.22761888644441,44.493932038834956,103.56779661016951,65.3529411764706,56.27475057559477,1110.5560658383051,12
5452,#5452,39.73591040462427,331.7918552036199,7.290557783448779,7.265635063498093,44.493932038834956,547.2089552238807,58.133720930232556,56.27475057559477,1092.195317223734,13
6155,#6155,32.330687830687836,545.85111662531,231.19075144508668,42.02464418760149,44.493932038834956,103.56779661016951,27.24523160762943,56.27475057559477,1082.9789109209146,14
1677,#1677,34.28584788029925,279.6923076923077,439.5164835164835,57.033445683173454,9.537721123829346,142.93567251461988,56.174157303370784,56.27475057559477,1075.4503862896786,15
5241,#5241,98.55645161290323,30.379505593150117,231.19075144508668,7.265635063498093,54.396142433234424,547.2089552238807,37.590225563909776,56.27475057559477,1062.8624175112577,16
9854,#9854,25.578837209302325,279.6923076923077,47.89940119760479,43.200706991359,49.678861788617894,547.2089552238807,9.450850661625708,56.27475057559477,1058.9846713402928,17
8231,#8231,32.330687830687836,331.7918552036199,7.290557783448779,82.9949066213922,56.23159509202454,12.040394088669952,499.95,36.12118226600985,1058.751178885853,18
1614,#1614,48.325571177504386,120.4369011771147,7.290557783448779,37.8359133126935,9.537721123829346,547.2089552238807,227.25,56.27475057559477,1054.1603703740661,19
6143,#6143,39.73591040462427,331.7918552036199,7.290557783448779,73.50977443609023,407.3666666666667,65.41123996431759,64.09615384615384,56.27475057559477,1045.476908880516,20
1229,#1229,39.73591040462427,120.4369011771147,7.290557783448779,37.22761888644441,139.9351145038168,142.93567251461988,499.95,56.27475057559477,1043.7865258456636,21
884,#884,39.73591040462427,23.84973166368515,58.64516129032258,222.6497975708502,9.537721123829346,547.2089552238807,82.63636363636364,56.27475057559477,1040.5383914891506,22
2316,#2316,47.53197925669836,23.84973166368515,7.290557783448779,81.53372868791698,44.493932038834956,547.2089552238807,227.25,56.27475057559477,1035.4336352300597,23
6587,#6587,34.28584788029925,30.379505593150117,141.32862190812722,133.07803992740475,24.215984147952447,547.2089552238807,64.50967741935484,56.27475057559477,1031.281382675764,24
3566,#3566,39.73591040462427,279.6923076923077,439.5164835164835,62.58264580369844,59.906862745098046,12.040394088669952,98.99999999999999,36.12118226600985,1028.5957865168916,25
1320,#1320,47.53197925669836,17.8778495672315,47.89940119760479,222.6497975708502,54.396142433234424,547.2089552238807,34.59861591695502,56.27475057559477,1028.4374917420498,26
9578,#9578,39.73591040462427,17.896757922141315,47.89940119760479,126.5332182916307,146.65200000000002,547.2089552238807,42.0126050420168,56.27475057559477,1024.2135986574933,27
5640,#5640,34.28584788029925,144.01178396072012,47.89940119760479,77.96491228070177,49.1461126005362,547.2089552238807,58.133720930232556,56.27475057559477,1014.9254846495702,28
5689,#5689,98.55645161290323,545.85111662531,60.87671232876712,73.50977443609023,44.493932038834956,103.56779661016951,28.008403361344538,56.27475057559477,1011.1389375890144,29
32,#32,32.330687830687836,17.896757922141315,231.19075144508668,66.53901996370237,41.102017937219735,547.2089552238807,9.450850661625708,56.27475057559477,1001.9937915599393,30
5666,#5666,39.73591040462427,29.377403846153843,141.32862190812722,27.698060941828253,87.71052631578947,547.2089552238807,67.10738255033557,56.27475057559477,996.4416117663342,31
721,#721,25.578837209302325,144.01178396072012,7.290557783448779,42.02464418760149,146.65200000000002,547.2089552238807,26.38258575197889,56.27475057559477,995.4241146925272,32
6296,#6296,48.325571177504386,545.85111662531,83.49895615866387,43.200706991359,28.158986175115206,142.93567251461988,39.83665338645419,56.27475057559477,988.0824136046213,33
7381,#7381,98.55645161290323,17.8778495672315,92.36951501154735,37.22761888644441,49.678861788617894,547.2089552238807,88.48672566371681,56.27475057559477,987.6807283299368,34
1694,#1694,48.325571177504386,545.85111662531,141.32862190812722,42.02464418760149,49.678861788617894,51.16957431960922,52.35078534031413,56.27475057559477,987.0039259226791,35
2008,#2008,179.13517915309444,17.8778495672315,141.32862190812722,7.265635063498093,28.158986175115206,547.2089552238807,9.450850661625708,56.27475057559477,986.7008283281677,36
7467,#7467,32.330687830687836,120.4369011771147,47.89940119760479,82.9949066213922,9.537721123829346,547.2089552238807,88.48672566371681,56.27475057559477,985.1700494138212,37
4988,#4988,179.13517915309444,23.84973166368515,75.03939962476548,7.265635063498093,54.55803571428572,547.2089552238807,37.590225563909776,56.27475057559477,980.9219125827143,38
4295,#4295,25.578837209302325,23.84973166368515,7.290557783448779,222.6497975708502,54.396142433234424,547.2089552238807,42.91416309012876,56.27475057559477,980.1629355501252,39
408,#408,179.13517915309444,52.71459381739755,7.290557783448779,51.342747111681646,44.493932038834956,547.2089552238807,40.481781376518214,56.27475057559477,978.9424970804511,40
5461,#5461,25.578837209302325,29.377403846153843,7.290557783448779,222.6497975708502,54.55803571428572,547.2089552238807,28.008403361344538,56.27475057559477,970.9467412848609,41
1239,#1239,39.73591040462427,30.379505593150117,92.36951501154735,27.698060941828253,146.65200000000002,547.2089552238807,29.151603498542272,56.27475057559477,969.4703012491678,42
209,#209,98.55645161290323,545.85111662531,92.36951501154735,66.53901996370237,49.1461126005362,12.040394088669952,64.50967741935484,36.12118226600985,965.1334695880339,43
7527,#7527,179.13517915309444,545.85111662531,83.49895615866387,37.8359133126935,39.59287257019439,12.040394088669952,23.807142857142857,36.12118226600985,957.8827570317789,44
7972,#7972,39.73591040462427,545.85111662531,7.290557783448779,62.58264580369844,56.23159509202454,142.93567251461988,43.85526315789473,56.27475057559477,954.7575119572156,45
3664,#3664,34.28584788029925,331.7918552036199,439.5164835164835,7.265635063498093,41.102017937219735,12.040394088669952,52.35078534031413,36.12118226600985,954.4742012961144,46
8676,#8676,47.53197925669836,17.8778495672315,231.19075144508668,399.2341197822142,58.94372990353699,103.56779661016951,39.05859375,56.27475057559477,953.679570890532,47
8821,#8821,98.55645161290323,545.85111662531,7.290557783448779,7.265635063498093,59.906862745098046,103.56779661016951,65.3529411764706,56.27475057559477,944.066112192493,48
