TOKEN_ID,TOKEN_NAME,Background,Fur,Clothes,Eyes,Mouth,Trait Count,Hat,Earring,Name,RARITY_SCORE,Rank
1796,mutant-ape-yacht-club #1796,933.7068160597572,407.00040700040705,0.523417708267906,337.7237419790611,236.91068467187873,3174.603174603175,0.5119643508983183,0.8900352542964226,13888.888888888887,18980.759130516628,1
30000,mutant-ape-yacht-club #30000,933.7068160597572,407.00040700040705,0.523417708267906,337.7237419790611,236.91068467187873,3174.603174603175,0.5119643508983183,0.8900352542964226,13888.888888888887,18980.759130516628,2
30001,mutant-ape-yacht-club #30001,933.7068160597572,407.00040700040705,0.523417708267906,337.7237419790611,236.91068467187873,3174.603174603175,0.5119643508983183,0.8900352542964226,13888.888888888887,18980.759130516628,3
4318,mutant-ape-yacht-club #4318,933.7068160597572,407.00040700040705,0.523417708267906,337.7237419790611,236.91068467187873,3174.603174603175,0.5119643508983183,0.8900352542964226,13888.888888888887,18980.759130516628,4
4849,mutant-ape-yacht-club #4849,933.7068160597572,407.00040700040705,0.523417708267906,337.7237419790611,236.91068467187873,3174.603174603175,0.5119643508983183,0.8900352542964226,13888.888888888887,18980.759130516628,5
6957,mutant-ape-yacht-club #6957,933.7068160597572,407.00040700040705,0.523417708267906,337.7237419790611,236.91068467187873,3174.603174603175,0.5119643508983183,0.8900352542964226,13888.888888888887,18980.759130516628,6
9209,mutant-ape-yacht-club #9209,933.7068160597572,407.00040700040705,0.523417708267906,337.7237419790611,236.91068467187873,3174.603174603175,0.5119643508983183,0.8900352542964226,13888.888888888887,18980.759130516628,7
4174,mutant-ape-yacht-club #4174,16.546703069413418,21.103724807428513,14.850455908996405,14.327673902141987,165.8374792703151,8.735150244584206,38.051750380517504,155.4001554001554,1.025918812888823,435.8790117964414,8
27623,mutant-ape-yacht-club #27623,16.33986928104575,7.017248396558741,20.936708330716243,21.688680677554384,138.19789939192924,8.735150244584206,21.437605848178872,135.666802333469,1.025918812888823,371.0458833169253,9
5045,mutant-ape-yacht-club #5045,16.33986928104575,7.017248396558741,18.244845831052725,19.22005035653193,138.19789939192924,8.735150244584206,8.503184442573744,135.666802333469,1.025918812888823,352.9509690906342,10
10893,mutant-ape-yacht-club #10893,16.258576399050497,38.5000385000385,33.608926530886606,22.514916131937408,17.274737423991155,8.735150244584206,58.54115443156539,155.4001554001554,1.025918812888823,351.859573875098,11
5348,mutant-ape-yacht-club #5348,16.588699777711422,44.515669515669515,20.936708330716243,21.688680677554384,36.85277317118113,8.735150244584206,39.02743628771026,155.4001554001554,1.025918812888823,344.7711922181714,12
25509,mutant-ape-yacht-club #25509,15.902549178633334,18.380663541953865,70.95217823187171,29.55082742316785,26.747980527470176,8.735150244584206,14.49590490686381,155.4001554001554,1.025918812888823,341.1913282675892,13
4780,mutant-ape-yacht-club #4780,16.588699777711422,20.644948181180066,37.562917887461495,33.77237419790611,7.677661077329403,8.735150244584206,56.3729635266926,155.4001554001554,1.025918812888823,337.7807891059096,14
24899,mutant-ape-yacht-club #24899,16.33986928104575,17.69566986958291,17.495057646214942,19.37759175289695,87.28288382648164,8.735150244584206,11.27459270533852,155.4001554001554,1.025918812888823,334.6268895391892,15
25233,mutant-ape-yacht-club #25233,16.588699777711422,66.25588020936858,11.403028644407955,16.531931425548446,36.85277317118113,8.735150244584206,12.89889843407373,155.4001554001554,1.025918812888823,325.6924361199197,16
2931,mutant-ape-yacht-club #2931,16.33986928104575,91.90331770976933,0.523417708267906,4.699932790961089,36.85277317118113,3.0325084910237745,14.359151086987735,155.4001554001554,1.025918812888823,324.1370444522809,17
2363,mutant-ape-yacht-club #2363,15.902549178633334,29.989503673714196,51.08556832694764,14.327673902141987,165.8374792703151,3.0325084910237745,38.051750380517504,0.8900352542964226,1.025918812888823,320.14298729047874,18
23889,mutant-ape-yacht-club #23889,16.546703069413418,20.644948181180066,33.608926530886606,4.699932790961089,78.97022822395957,8.735150244584206,14.359151086987735,135.666802333469,1.025918812888823,314.25776127433056,19
4087,mutant-ape-yacht-club #4087,16.33986928104575,18.031663601283856,19.648295510364473,15.656067508963098,44.820940343328395,8.735150244584206,29.84451010236667,155.4001554001554,1.025918812888823,309.50257080498073,20
4227,mutant-ape-yacht-club #4227,15.306669115733726,29.989503673714196,42.571306939123026,29.55082742316785,3.4052870486717675,8.735150244584206,21.437605848178872,155.4001554001554,1.025918812888823,307.42242450621785,21
