TOKEN_ID,TOKEN_NAME,Background,Tail,Arm,Body,Clothes,Head,Eyes,Mouth,Runes,Ghost,Skeleton,Jedi,Hellboy,Monkey,Champion,Special,Neck,NUM_TRAITS,RARITY_SCORE,Rank
2,League of Sacred Devil #0002,21515.15151515152,218.71390065460145,2.7525461051472613,24912.28070175439,94.44001064112796,89.08965430704562,13921.568627450983,19722.222222222223,36410.256410256414,142.014201420142,1420000.0,142.014201420142,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,67619.04761904763,1605268.6241543652,1
3,League of Sacred Devil #0003,21515.15151515152,218.71390065460145,2.7525461051472613,24912.28070175439,94.44001064112796,89.08965430704562,13921.568627450983,19722.222222222223,36410.256410256414,142.014201420142,142.014201420142,1420000.0,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,67619.04761904763,1605268.6241543652,2
4,League of Sacred Devil #0004,21515.15151515152,218.71390065460145,2.7525461051472613,24912.28070175439,94.44001064112796,89.08965430704562,13921.568627450983,19722.222222222223,36410.256410256414,142.014201420142,142.014201420142,142.014201420142,1420000.0,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,67619.04761904763,1605268.6241543652,3
5,League of Sacred Devil #0005,21515.15151515152,218.71390065460145,2.7525461051472613,24912.28070175439,94.44001064112796,89.08965430704562,13921.568627450983,19722.222222222223,36410.256410256414,142.014201420142,142.014201420142,142.014201420142,142.014201420142,1420000.0,142.014201420142,17.947421638018202,35.082518035378996,67619.04761904763,1605268.6241543652,4
6,League of Sacred Devil #0006,21515.15151515152,218.71390065460145,2.7525461051472613,24912.28070175439,94.44001064112796,89.08965430704562,13921.568627450983,19722.222222222223,36410.256410256414,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,1420000.0,17.947421638018202,35.082518035378996,67619.04761904763,1605268.6241543652,5
1,League of Sacred Devil #0001,21515.15151515152,218.71390065460145,2.7525461051472613,24912.28070175439,94.44001064112796,89.08965430704562,13921.568627450983,19722.222222222223,36410.256410256414,1420000.0,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,67619.04761904763,1605268.624154365,6
5790,League of Sacred Devil #5790,173.50928641251224,500.8818342151676,2.7525461051472613,316.0120173584066,94.44001064112796,89.08965430704562,125.60813799203893,954.3010752688172,243.27565530238135,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,40571.42857142857,43976.413937225465,7
7860,League of Sacred Devil #7860,173.50928641251224,218.71390065460145,2.7525461051472613,251.21627598407787,94.44001064112796,85.92000968112785,432.79487960987507,646.6302367941712,245.18691185357852,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,40571.42857142857,43627.70777735904,8
7884,League of Sacred Devil #7884,168.30627000118525,189.14418914418914,2.7525461051472613,174.2117531591216,94.44001064112796,89.08965430704562,522.0588235294118,547.8395061728395,239.8041036899434,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,40571.42857142857,43504.190576372835,9
1229,League of Sacred Devil #1229,173.50928641251224,218.71390065460145,555.5555555555555,251.21627598407787,94.44001064112796,89.08965430704562,125.79730687455705,148.84696016771488,231.17623117623117,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,40571.42857142857,43364.88890139625,10
7118,League of Sacred Devil #7118,168.30627000118525,218.71390065460145,2.7525461051472613,272.7621974644641,95.50712940543448,89.08965430704562,128.90341321713873,516.7394468704513,230.68800259930143,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,40571.42857142857,43200.00628024759,11
3944,League of Sacred Devil #3944,158.19964349376113,198.39329374781698,2.7525461051472613,174.2117531591216,94.44001064112796,89.08965430704562,129.30249499180476,552.9595015576324,254.61717769410077,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,142.014201420142,17.947421638018202,35.082518035378996,40571.42857142857,43130.50979532038,12
