TOKEN_ID,TOKEN_NAME,Aura,Background,Shape,Item,Hair,Tattoo,Clothes,Mask,Hat,NUM_TRAITS,RARITY_SCORE,Rank
6100,The Sevens #6100,10800.0,3857.1428571428573,54.007715387912555,5.684210526315789,54.0,385.7142857142857,1636.3636363636363,6999.999999999999,5.96590909090909,54.0,23852.878614225916,1
2482,The Sevens #2482,10800.0,3857.1428571428573,54.007715387912555,5.684210526315789,54.0,385.7142857142857,1636.3636363636363,6999.999999999999,5.96590909090909,54.0,23852.878614225916,2
4620,The Sevens #4620,10800.0,3857.1428571428573,54.007715387912555,5.684210526315789,54.0,385.7142857142857,1636.3636363636363,6999.999999999999,5.96590909090909,54.0,23852.878614225916,3
3104,The Sevens #3104,10800.0,3857.1428571428573,54.007715387912555,5.684210526315789,54.0,385.7142857142857,1636.3636363636363,6999.999999999999,5.96590909090909,54.0,23852.878614225916,4
2969,The Sevens #2969,10800.0,3857.1428571428573,54.007715387912555,5.684210526315789,54.0,385.7142857142857,1636.3636363636363,6999.999999999999,5.96590909090909,54.0,23852.878614225916,5
1353,The Sevens #1353,10800.0,3857.1428571428573,54.007715387912555,5.684210526315789,54.0,385.7142857142857,1636.3636363636363,6999.999999999999,5.96590909090909,54.0,23852.878614225916,6
1527,The Sevens #1527,10800.0,3857.1428571428573,54.007715387912555,5.684210526315789,54.0,385.7142857142857,1636.3636363636363,6999.999999999999,5.96590909090909,54.0,23852.878614225916,7
5291,The Sevens #5291,67.98561151079137,385.7142857142857,54.007715387912555,2700.0,54.0,385.7142857142857,53.77720870678617,72.16494845360825,68.59009254218834,54.0,3895.954148029858,8
4774,The Sevens #4774,67.98561151079137,385.7142857142857,54.007715387912555,2700.0,54.0,385.7142857142857,53.77720870678617,72.16494845360825,67.37967914438502,54.0,3894.743734632055,9
5740,The Sevens #5740,67.98561151079137,385.7142857142857,54.007715387912555,2700.0,54.0,385.7142857142857,56.98778833107191,46.666666666666664,67.37967914438502,54.0,3872.456032469399,10
5942,The Sevens #5942,67.98561151079137,54.0,54.007715387912555,2700.0,54.0,385.7142857142857,163.63636363636363,70.0,67.37967914438502,54.0,3670.723655393738,11
5207,The Sevens #5207,67.98561151079137,385.7142857142857,54.007715387912555,2700.0,54.0,90.0,52.785923753665685,21.875,5.96590909090909,54.0,3486.3344454575645,12
3421,The Sevens #3421,28.52830188679246,39.70588235294118,54.007715387912555,2700.0,54.0,7.287449392712551,47.72727272727272,70.0,67.37967914438502,54.0,3122.636300892016,13
5758,The Sevens #5758,33.88614970865083,46.551724137931046,53.98457583547558,2700.0,54.0,7.287449392712551,47.138047138047135,33.333333333333336,67.37967914438502,54.0,3097.5609586905357,14
5074,The Sevens #5074,67.98561151079137,385.7142857142857,54.007715387912555,402.12765957446805,54.0,385.7142857142857,56.98778833107191,55.11811023622048,67.77837547068316,54.0,1583.433831939719,15
6682,The Sevens #6682,67.98561151079137,385.7142857142857,54.007715387912555,402.12765957446805,54.0,385.7142857142857,61.25425376762274,50.0,49.80237154150197,54.0,1564.6061832108683,16
2810,The Sevens #2810,67.98561151079137,385.7142857142857,54.007715387912555,402.12765957446805,54.0,385.7142857142857,57.272727272727266,23.890784982935156,67.37967914438502,54.0,1552.0927493017912,17
