TOKEN_ID,TOKEN_NAME,guest,lips,hairstyle,top,nose,eyes,eyebrows,hand,background,earrings,Neck accessory,piercing,sheer mesh top,outwear,necklace,tattoo,BDSM,glasses,bdsm_attributes,shirt,chokers,hands,hair,NUM_TRAITS,RARITY_SCORE,Rank
2705,Rebel Kid #2705,9.834371754932503,6313.666666666667,230.28571428571428,757.64,12627.333333333334,6313.666666666667,11656.0,5.907985028072365,27.376332429990963,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,526.1388888888889,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,75764.0,75764.0,75764.0,75764.0,75764.0,12.564510779436153,417394.2587369239,1
2540,Edward,4209.111111111111,485.6666666666667,230.28571428571428,1010.1866666666667,971.3333333333334,1052.2777777777778,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,2104.5555555555557,11613.17107614172,2
2354,Mystery,4209.111111111111,485.6666666666667,230.28571428571428,1010.1866666666667,971.3333333333334,1052.2777777777778,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,2104.5555555555557,11613.17107614172,3
1169,Irene,4209.111111111111,485.6666666666667,230.28571428571428,1010.1866666666667,971.3333333333334,1052.2777777777778,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,2104.5555555555557,11613.17107614172,4
1752,Chasey,4209.111111111111,485.6666666666667,230.28571428571428,1010.1866666666667,971.3333333333334,1052.2777777777778,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,2104.5555555555557,11613.17107614172,5
172,Julianito,4209.111111111111,485.6666666666667,230.28571428571428,1010.1866666666667,971.3333333333334,1052.2777777777778,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,2104.5555555555557,11613.17107614172,6
3049,Godric,4209.111111111111,485.6666666666667,230.28571428571428,1010.1866666666667,971.3333333333334,1052.2777777777778,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,2104.5555555555557,11613.17107614172,7
427,Rebel Kid #427,3607.809523809524,485.6666666666667,230.28571428571428,757.64,971.3333333333334,901.952380952381,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,1803.904761904762,10308.346631697272,8
431,Rebel Kid #431,3607.809523809524,485.6666666666667,230.28571428571428,757.64,971.3333333333334,901.952380952381,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,1803.904761904762,10308.346631697272,9
437,Rebel Kid #437,3607.809523809524,485.6666666666667,230.28571428571428,757.64,971.3333333333334,901.952380952381,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,1803.904761904762,10308.346631697272,10
434,Rebel Kid #434,3607.809523809524,485.6666666666667,230.28571428571428,757.64,971.3333333333334,901.952380952381,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,1803.904761904762,10308.346631697272,11
436,Rebel Kid #436,3607.809523809524,485.6666666666667,230.28571428571428,757.64,971.3333333333334,901.952380952381,896.6153846153845,5.907985028072365,431.70370370370364,9.221518987341772,4.6874961331436,11.453363567649282,26.47239692522712,4.146453590192645,9.56133266027259,10.992237939789627,15.18925421010425,6.266666666666667,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,23.50729134346882,1803.904761904762,10308.346631697272,12
