TOKEN_ID,TOKEN_NAME,background,in the hand,fur color,tail,mental state,eye color,nose,right arm,on the head,NUM_TRAITS,RARITY_SCORE,Rank
8844,catshit crazy #8844,40.1555333998006,503.44999999999993,68.38030560271646,13.073227733056349,11.73201281677833,21.929652618969836,22.323467464804345,13.588394062078274,460.8237986270023,20.0,1175.4563923252065,1
158,cat #158,19.35415665545411,264.9736842105263,68.38030560271646,13.073227733056349,13.132050864036518,13.766748701121138,22.323467464804345,13.588394062078274,460.8237986270023,20.0,909.4158339207959,2
8554,cat #8554,13.547258661284896,503.44999999999993,10.22233502538071,83.21487603305785,13.132050864036518,13.766748701121138,31.965079365079365,41.538778877887786,11.086765029729136,20.0,741.9238925575775,3
6913,cat #6913,40.1555333998006,503.44999999999993,10.22233502538071,24.837197829304394,20.097804391217565,13.766748701121138,22.323467464804345,41.538778877887786,26.10578169561836,20.0,722.4976473851349,4
5057,cat #5057,11.070918086860912,503.44999999999993,27.510928961748636,13.073227733056349,65.38311688311688,31.48530331457161,13.528147252451967,19.108074769902267,11.275475923852184,20.0,715.8851929255609,5
2668,cat #2668,19.35415665545411,503.44999999999993,38.50478011472275,14.039319576129392,11.73201281677833,21.929652618969836,31.965079365079365,41.538778877887786,11.275475923852184,20.0,713.7892559488737,6
973,cat #973,13.547258661284896,503.44999999999993,38.50478011472275,24.837197829304394,13.132050864036518,21.929652618969836,13.528147252451967,41.538778877887786,11.086765029729136,20.0,701.5546312483872,7
3812,cat #3812,19.35415665545411,503.44999999999993,38.50478011472275,24.837197829304394,13.132050864036518,21.929652618969836,13.528147252451967,13.588394062078274,29.605998235812997,20.0,697.9303776328306,8
6184,cat #6184,107.68983957219251,13.774281805745554,13.29240924092409,24.837197829304394,13.132050864036518,13.766748701121138,13.528147252451967,13.588394062078274,460.8237986270023,20.0,694.4328679548568,9
6994,cat #6994,11.070918086860912,503.44999999999993,38.50478011472275,13.073227733056349,11.73201281677833,21.929652618969836,22.323467464804345,41.538778877887786,8.631064632264703,20.0,692.2539023453451,10
9147,cat #9147,11.070918086860912,503.44999999999993,10.22233502538071,24.837197829304394,11.73201281677833,31.48530331457161,22.323467464804345,41.538778877887786,8.631064632264703,20.0,685.2910780478529,11
3093,cat #3093,11.070918086860912,18.175090252707584,68.38030560271646,14.039319576129392,42.4404636459431,21.929652618969836,13.528147252451967,13.588394062078274,460.8237986270023,20.0,683.9760897248598,12
6318,cat #6318,13.547258661284896,503.44999999999993,38.50478011472275,14.039319576129392,20.097804391217565,13.766748701121138,22.323467464804345,13.588394062078274,21.113440972950304,20.0,680.4312139443086,13
448,cat #448,11.070918086860912,503.44999999999993,27.510928961748636,14.039319576129392,13.132050864036518,31.48530331457161,31.965079365079365,19.108074769902267,7.427433334562756,20.0,679.1891082728915,14
9082,cat #9082,13.547258661284896,24.985111662531015,10.22233502538071,14.039319576129392,42.4404636459431,21.929652618969836,22.323467464804345,41.538778877887786,460.8237986270023,20.0,671.8501861599334,15
5564,cat #5564,13.547258661284896,39.48627450980393,10.22233502538071,24.837197829304394,13.132050864036518,13.766748701121138,31.965079365079365,41.538778877887786,460.8237986270023,20.0,669.319522460901,16
7604,cat #7604,19.35415665545411,503.44999999999993,13.29240924092409,14.039319576129392,13.132050864036518,13.766748701121138,13.528147252451967,13.588394062078274,44.91079393398751,20.0,669.0620202861829,17
7535,cat #7535,19.35415665545411,13.774281805745554,10.22233502538071,13.073227733056349,65.38311688311688,21.929652618969836,22.323467464804345,19.108074769902267,460.8237986270023,20.0,665.9921115834323,18
5317,cat #5317,11.070918086860912,503.44999999999993,13.29240924092409,14.039319576129392,13.132050864036518,31.48530331457161,31.965079365079365,13.588394062078274,8.631064632264703,20.0,660.654539141945,19
1193,cat #1193,13.547258661284896,503.44999999999993,13.29240924092409,13.073227733056349,42.4404636459431,13.766748701121138,13.528147252451967,19.108074769902267,7.427433334562756,20.0,659.6337633392466,20
8681,cat #8681,11.070918086860912,503.44999999999993,13.29240924092409,14.039319576129392,11.73201281677833,21.929652618969836,13.528147252451967,41.538778877887786,7.427433334562756,20.0,658.0086718045652,21
4705,cat #4705,19.35415665545411,503.44999999999993,13.29240924092409,14.039319576129392,13.132050864036518,13.766748701121138,22.323467464804345,19.108074769902267,18.792459873086973,20.0,657.2586871454588,22
3439,cat #3439,40.1555333998006,503.44999999999993,10.22233502538071,13.073227733056349,20.097804391217565,13.766748701121138,13.528147252451967,13.588394062078274,8.631064632264703,20.0,656.5132551973712,23
4902,cat #4902,40.1555333998006,17.48090277777778,13.29240924092409,24.837197829304394,11.73201281677833,21.929652618969836,22.323467464804345,19.108074769902267,460.8237986270023,20.0,651.6830495452639,24
9154,cat #9154,40.1555333998006,12.859514687100893,10.22233502538071,14.039319576129392,20.097804391217565,21.929652618969836,31.965079365079365,19.108074769902267,460.8237986270023,20.0,651.2011124605829,25
7799,cat #7799,11.070918086860912,503.44999999999993,13.29240924092409,13.073227733056349,11.73201281677833,13.766748701121138,31.965079365079365,13.588394062078274,11.275475923852184,20.0,643.2142659297508,26
7740,cat #7740,11.070918086860912,503.44999999999993,13.29240924092409,13.073227733056349,20.097804391217565,13.766748701121138,13.528147252451967,19.108074769902267,14.761765137076674,20.0,642.1490953126109,27
7017,cat #7017,13.547258661284896,503.44999999999993,10.22233502538071,14.039319576129392,13.132050864036518,21.929652618969836,13.528147252451967,19.108074769902267,11.086765029729136,20.0,640.0436037978847,28
2362,cat #2362,13.547258661284896,30.6048632218845,38.50478011472275,14.039319576129392,11.73201281677833,13.766748701121138,13.528147252451967,19.108074769902267,460.8237986270023,20.0,635.6550037412776,29
1581,cat #1581,11.070918086860912,46.83255813953489,10.22233502538071,14.039319576129392,13.132050864036518,31.48530331457161,13.528147252451967,13.588394062078274,460.8237986270023,20.0,634.7228249480465,30
2202,cat #2202,13.547258661284896,10.43419689119171,13.29240924092409,14.039319576129392,42.4404636459431,31.48530331457161,13.528147252451967,13.588394062078274,460.8237986270023,20.0,633.1792912715773,31
10034,cat #10034,19.35415665545411,10.43419689119171,27.510928961748636,24.837197829304394,20.097804391217565,21.929652618969836,13.528147252451967,13.588394062078274,460.8237986270023,20.0,632.1042772894189,32
4268,cat #4268,19.35415665545411,13.774281805745554,27.510928961748636,14.039319576129392,20.097804391217565,13.766748701121138,22.323467464804345,13.588394062078274,460.8237986270023,20.0,625.2789002453013,33
2357,cat #2357,11.070918086860912,7.866406249999999,10.22233502538071,13.073227733056349,13.132050864036518,31.48530331457161,31.965079365079365,19.108074769902267,460.8237986270023,20.0,618.7471940358901,34
2366,cat #2366,11.070918086860912,6.757718120805369,10.22233502538071,24.837197829304394,13.132050864036518,31.48530331457161,22.323467464804345,13.588394062078274,460.8237986270023,20.0,614.2411833948445,35
4335,cat #4335,19.35415665545411,6.757718120805369,13.29240924092409,13.073227733056349,11.73201281677833,31.48530331457161,13.528147252451967,13.588394062078274,460.8237986270023,20.0,603.6351678231224,36
5198,cat #5198,11.070918086860912,6.757718120805369,13.29240924092409,14.039319576129392,13.132050864036518,13.766748701121138,31.965079365079365,13.588394062078274,460.8237986270023,20.0,598.4364366440374,37
8072,cat #8072,13.547258661284896,13.774281805745554,13.29240924092409,14.039319576129392,13.132050864036518,13.766748701121138,22.323467464804345,13.588394062078274,460.8237986270023,20.0,598.2877290031265,38
3289,cat #3289,19.35415665545411,7.866406249999999,13.29240924092409,13.073227733056349,11.73201281677833,13.766748701121138,13.528147252451967,19.108074769902267,460.8237986270023,20.0,592.5449820466906,39
8068,cat #8068,13.547258661284896,7.866406249999999,13.29240924092409,14.039319576129392,13.132050864036518,21.929652618969836,13.528147252451967,13.588394062078274,460.8237986270023,20.0,591.7474371528773,40
1849,cat #1849,107.68983957219251,264.9736842105263,38.50478011472275,24.837197829304394,13.132050864036518,31.48530331457161,31.965079365079365,13.588394062078274,42.91071809077349,20.0,589.0870474232852,41
7891,cat #7891,11.070918086860912,10.43419689119171,13.29240924092409,13.073227733056349,11.73201281677833,13.766748701121138,13.528147252451967,19.108074769902267,460.8237986270023,20.0,586.8295341192891,42
8192,catshit crazy #8192,13.547258661284896,12.859514687100893,10.22233502538071,13.073227733056349,13.132050864036518,13.766748701121138,13.528147252451967,13.588394062078274,460.8237986270023,20.0,584.5414756135131,43
2744,cat #2744,107.68983957219251,193.6346153846154,13.29240924092409,83.21487603305785,65.38311688311688,31.48530331457161,13.528147252451967,19.108074769902267,11.275475923852184,20.0,558.6118583746847,44
713,cat #713,107.68983957219251,264.9736842105263,10.22233502538071,14.039319576129392,13.132050864036518,31.48530331457161,13.528147252451967,19.108074769902267,35.8072546230441,20.0,529.9860092082354,45
4074,cat #4074,107.68983957219251,193.6346153846154,27.510928961748636,14.039319576129392,42.4404636459431,31.48530331457161,22.323467464804345,13.588394062078274,42.91071809077349,20.0,515.6230500728568,46
5250,cat #5250,19.35415665545411,264.9736842105263,10.22233502538071,24.837197829304394,65.38311688311688,21.929652618969836,13.528147252451967,13.588394062078274,35.8072546230441,20.0,489.6239391603266,47
4330,cat #4330,11.070918086860912,264.9736842105263,68.38030560271646,24.837197829304394,20.097804391217565,21.929652618969836,22.323467464804345,19.108074769902267,11.086765029729136,20.0,483.8078700040312,48
2240,cat #2240,19.35415665545411,264.9736842105263,13.29240924092409,13.073227733056349,20.097804391217565,13.766748701121138,31.965079365079365,41.538778877887786,44.91079393398751,20.0,482.9726831092542,49
4698,cat #4698,11.070918086860912,264.9736842105263,13.29240924092409,83.21487603305785,11.73201281677833,31.48530331457161,22.323467464804345,13.588394062078274,11.086765029729136,20.0,482.7678302593309,50
7210,catshit crazy #7210,107.68983957219251,10.68895966029724,68.38030560271646,14.039319576129392,11.73201281677833,13.766748701121138,22.323467464804345,19.108074769902267,192.70813397129186,20.0,480.4368621352336,51
2559,cat #2559,107.68983957219251,7.866406249999999,38.50478011472275,14.039319576129392,11.73201281677833,21.929652618969836,22.323467464804345,41.538778877887786,192.70813397129186,20.0,478.3323912627768,52
82,cat #82,11.070918086860912,264.9736842105263,68.38030560271646,14.039319576129392,11.73201281677833,13.766748701121138,31.965079365079365,19.108074769902267,21.113440972950304,20.0,476.1495841020644,53
4921,cat #4921,19.35415665545411,264.9736842105263,13.29240924092409,14.039319576129392,65.38311688311688,31.48530331457161,13.528147252451967,13.588394062078274,18.792459873086973,20.0,474.43699106833964,54
5026,cat #5026,11.070918086860912,264.9736842105263,13.29240924092409,13.073227733056349,65.38311688311688,31.48530331457161,13.528147252451967,19.108074769902267,18.792459873086973,20.0,470.7073413644973,55
7008,cat #7008,11.070918086860912,264.9736842105263,10.22233502538071,83.21487603305785,11.73201281677833,13.766748701121138,13.528147252451967,13.588394062078274,26.10578169561836,20.0,468.2028978838738,56
9864,cat #9864,40.1555333998006,264.9736842105263,27.510928961748636,13.073227733056349,13.132050864036518,31.48530331457161,22.323467464804345,13.588394062078274,14.761765137076674,20.0,461.00435514769936,57
5182,cat #5182,13.547258661284896,264.9736842105263,27.510928961748636,14.039319576129392,42.4404636459431,13.766748701121138,13.528147252451967,13.588394062078274,35.8072546230441,20.0,459.2021996943278,58
883,cat #883,11.070918086860912,264.9736842105263,13.29240924092409,24.837197829304394,11.73201281677833,21.929652618969836,13.528147252451967,41.538778877887786,35.8072546230441,20.0,458.7100555567477,59
9810,cat #9810,19.35415665545411,264.9736842105263,38.50478011472275,24.837197829304394,11.73201281677833,13.766748701121138,13.528147252451967,41.538778877887786,8.631064632264703,20.0,456.86657109051146,60
4371,cat #4371,40.1555333998006,264.9736842105263,13.29240924092409,14.039319576129392,13.132050864036518,13.766748701121138,31.965079365079365,19.108074769902267,26.10578169561836,20.0,456.538681823138,61
8203,cat #8203,11.070918086860912,264.9736842105263,38.50478011472275,24.837197829304394,13.132050864036518,13.766748701121138,13.528147252451967,13.588394062078274,42.91071809077349,20.0,456.3126392118757,62
1769,cat #1769,40.1555333998006,7.866406249999999,27.510928961748636,24.837197829304394,65.38311688311688,21.929652618969836,13.528147252451967,41.538778877887786,192.70813397129186,20.0,455.45789604457195,63
2476,catshit crazy #2476,13.547258661284896,264.9736842105263,10.22233502538071,24.837197829304394,13.132050864036518,21.929652618969836,31.965079365079365,41.538778877887786,13.298553787228423,20.0,455.4445912396982,64
9484,cat #9484,19.35415665545411,264.9736842105263,10.22233502538071,13.073227733056349,20.097804391217565,31.48530331457161,22.323467464804345,41.538778877887786,11.275475923852184,20.0,454.34423359675094,65
5371,cat #5371,107.68983957219251,193.6346153846154,10.22233502538071,13.073227733056349,42.4404636459431,21.929652618969836,22.323467464804345,13.588394062078274,7.427433334562756,20.0,452.3294288416033,66
482,cat #482,107.68983957219251,6.757718120805369,27.510928961748636,24.837197829304394,11.73201281677833,13.766748701121138,22.323467464804345,19.108074769902267,192.70813397129186,20.0,446.4341222079488,67
1382,cat #1382,19.35415665545411,264.9736842105263,10.22233502538071,14.039319576129392,42.4404636459431,21.929652618969836,22.323467464804345,19.108074769902267,11.086765029729136,20.0,445.4779189968392,68
9845,cat #9845,11.070918086860912,264.9736842105263,10.22233502538071,13.073227733056349,42.4404636459431,13.766748701121138,31.965079365079365,19.108074769902267,18.792459873086973,20.0,445.41299141095703,69
5961,cat #5961,11.070918086860912,264.9736842105263,38.50478011472275,13.073227733056349,11.73201281677833,13.766748701121138,31.965079365079365,19.108074769902267,18.792459873086973,20.0,442.9869856711343,70
3535,cat #3535,107.68983957219251,7.866406249999999,13.29240924092409,14.039319576129392,11.73201281677833,21.929652618969836,31.965079365079365,19.108074769902267,192.70813397129186,20.0,440.33092818126767,71
9751,cat #9751,107.68983957219251,193.6346153846154,10.22233502538071,13.073227733056349,13.132050864036518,31.48530331457161,13.528147252451967,13.588394062078274,21.113440972950304,20.0,437.4673541813336,72
3752,cat #3752,107.68983957219251,68.49659863945578,10.22233502538071,83.21487603305785,65.38311688311688,21.929652618969836,13.528147252451967,13.588394062078274,29.605998235812997,20.0,433.6589583225168,73
