TOKEN_ID,TOKEN_NAME,Background,Head,Hair,Dino,Eye,Mouth,Jersey,IQ,Accessories,Eyewear,NUM_TRAITS,RARITY_SCORE,Rank
133,Chibi Dino #134,270540.54054054053,294411.76470588235,667333.3333333333,87043.47826086957,256666.6666666667,370740.74074074073,10000.0,801.9548149335042,556111.111111111,60.25583145221972,666.4003728113973,2514376.246378341,1
8653,Chibi Dino #8654,1048.606746281165,892.1568627450979,890.9657320872274,1061.5058324496288,919.9522102747909,1010.1927540619639,1428.5714285714287,126708.86075949366,1690.3073286052008,2922.6277372262775,1944.4444444444446,140518.1918362409,2
2956,Chibi Dino #2957,1044.5580715850986,922.920892494929,939.906103286385,989.1304347826086,979.6437659033078,950.6172839506173,769.2307692307693,126708.86075949366,1904.490106544901,3336.6666666666665,1944.4444444444446,140490.46929838337,3
6584,Chibi Dino #6585,1048.606746281165,968.4597523219813,930.7298930729893,861.8166164442532,1026.6666666666667,1015.7280568239473,1000.0,126708.86075949366,1917.6245210727966,2901.449275362319,1944.4444444444446,140324.3867319842,4
9869,Chibi Dino #9870,945.945945945946,1070.5882352941178,1006.5359477124182,763.5392829900838,1002.6041666666667,891.2037037037038,666.6666666666666,126708.86075949366,113.1226833016906,60.25583145221972,1018.20771030414,134247.53093353132,5
1770,Chibi Dino #1771,1024.7747747747749,1001.4005602240898,953.3333333333333,916.2471395881008,936.7396593673966,945.7671957671959,1666.6666666666667,63354.43037974683,1690.3073286052008,2860.0,1944.4444444444446,77294.11148251803,6
890,Chibi Dino #891,1048.606746281165,922.920892494929,1006.5359477124182,719.3675889328064,919.9522102747909,945.7671957671959,1428.5714285714287,63354.43037974683,1904.490106544901,2860.0,1944.4444444444446,77055.0869407709,7
413,Chibi Dino #414,929.6925791771152,1001.4005602240898,930.7298930729893,1012.1334681496461,943.6274509803922,1021.324354657688,833.3333333333334,63354.43037974683,113.1226833016906,3079.9999999999995,666.4003728113973,73886.19507545517,8
7228,Chibi Dino #7229,932.8984156570363,1059.0351248413035,957.4366331898613,1074.6108427267848,975.9188846641318,891.2037037037038,1666.6666666666667,63354.43037974683,1917.6245210727966,60.25583145221972,666.4003728113973,73556.48137653274,9
1359,Chibi Dino #1360,929.6925791771152,1070.5882352941178,835.2106800166875,967.1497584541063,916.6666666666667,1002.0020020020021,1000.0,63354.43037974683,1904.490106544901,60.25583145221972,666.4003728113973,72706.88661216604,10
9019,Chibi Dino #9020,973.1674120163331,1004.8183095763902,978.494623655914,763.5392829900838,1014.4927536231884,1015.7280568239473,1111.111111111111,63354.43037974683,113.1226833016906,60.25583145221972,1018.20771030414,71407.36815460183,11
3609,Chibi Dino #3610,973.1674120163331,892.1568627450979,930.7298930729893,916.2471395881008,1056.2414266117971,1021.324354657688,909.090909090909,63354.43037974683,113.1226833016906,60.25583145221972,1018.20771030414,71244.97460258778,12
2689,Chibi Dino #2690,926.5087004813033,892.1568627450979,978.494623655914,888.1987577639752,998.7029831387807,960.4682402609864,833.3333333333334,63354.43037974683,113.1226833016906,60.25583145221972,1018.20771030414,71023.88010618425,13
4780,Chibi Dino #4781,945.945945945946,952.7888825433084,1006.5359477124182,916.2471395881008,975.9188846641318,895.509035605654,833.3333333333334,42236.286919831226,1640.4457554900032,60.25583145221972,666.4003728113973,51129.66804897773,14
4131,Chibi Dino #4132,955.9736414860091,1070.5882352941178,978.494623655914,1115.9420289855072,975.9188846641318,1059.2592592592591,909.090909090909,42236.286919831226,113.1226833016906,60.25583145221972,1018.20771030414,50493.14072732512,15
802,Chibi Dino #803,973.1674120163331,943.6274509803922,987.1794871794873,989.1304347826086,1078.4313725490197,1010.1927540619639,909.090909090909,42236.286919831226,113.1226833016906,60.25583145221972,1018.20771030414,50318.692965549984,16
9460,Chibi Dino #9461,973.1674120163331,863.3776091081594,835.2106800166875,1130.4347826086955,1022.5763612217796,893.351182507809,1111.111111111111,15838.607594936708,2014.8953301127212,3056.48854961832,1944.4444444444446,29683.665057702772,17
7061,Chibi Dino #7062,1013.2604514626986,1059.0351248413035,926.8518518518518,1000.4997501249377,943.6274509803922,893.351182507809,1000.0,15838.607594936708,2014.8953301127212,2780.555555555555,1944.4444444444446,29415.128736818424,18
2008,Chibi Dino #2009,949.2650545282123,892.1568627450979,930.7298930729893,1145.3089244851258,1006.5359477124184,922.2406486088079,1111.111111111111,15838.607594936708,1904.490106544901,2742.4657534246576,1944.4444444444446,29387.356341614475,19
7660,Chibi Dino #7661,1024.7747747747749,952.7888825433084,953.3333333333333,1130.4347826086955,975.9188846641318,1010.1927540619639,1000.0,15838.607594936708,1675.0334672021415,2839.7163120567375,1944.4444444444446,29345.24523062624,20
292,Chibi Dino #293,973.1674120163331,1001.4005602240898,835.2106800166875,861.8166164442532,1030.789825970549,953.061030181853,1250.0,15838.607594936708,1579.8611111111109,2901.449275362319,1944.4444444444446,29169.80855070835,21
6716,Chibi Dino #6717,929.6925791771152,1001.4005602240898,930.7298930729893,1012.1334681496461,957.7114427860697,1004.7174545819532,909.090909090909,15838.607594936708,1579.8611111111109,2901.449275362319,1944.4444444444446,29009.838732937355,22
5567,Chibi Dino #5568,945.945945945946,892.1568627450979,1006.5359477124182,946.124763705104,936.7396593673966,893.351182507809,909.090909090909,15838.607594936708,1737.847222222222,2566.6666666666665,1944.4444444444446,28617.511199344724,23
1461,Chibi Dino #1462,1013.2604514626986,922.920892494929,890.9657320872274,1088.0434782608695,1056.2414266117971,891.2037037037038,909.090909090909,15838.607594936708,113.1226833016906,3203.2,666.4003728113973,26593.05724476193,24
2593,Chibi Dino #2594,1024.7747747747749,863.3776091081594,835.2106800166875,1261.4996849401386,998.7029831387807,893.351182507809,2000.0,11518.98734177215,1727.0531400966183,2705.4054054054054,1944.4444444444446,25772.80724620497,25
5138,Chibi Dino #5139,1013.2604514626986,1070.5882352941178,1006.5359477124182,946.124763705104,919.9522102747909,983.3971902937421,1428.5714285714287,11518.98734177215,1776.712815051473,3079.9999999999995,1944.4444444444446,25688.57482858237,26
4904,Chibi Dino #4905,929.6925791771152,955.8823529411764,930.7298930729893,1061.5058324496288,954.1511771995043,1021.324354657688,1250.0,15838.607594936708,2014.8953301127212,60.25583145221972,666.4003728113973,25683.44531881115,27
6419,Chibi Dino #6420,929.6925791771152,943.6274509803922,864.4214162348877,828.9855072463768,1078.4313725490197,895.509035605654,1666.6666666666667,15838.607594936708,1640.4457554900032,60.25583145221972,666.4003728113973,25413.043583150444,28
784,Chibi Dino #785,920.2059202059204,925.8231594524601,929.4336118848653,813.4904510361642,987.1794871794872,933.8557701278105,1250.0,15838.607594936708,1904.490106544901,60.25583145221972,666.4003728113973,25229.742305631935,29
1687,Chibi Dino #1688,1048.606746281165,968.4597523219813,835.2106800166875,925.9944495837187,1030.789825970549,1004.7174545819532,3333.3333333333335,9050.632911392406,1727.0531400966183,3336.6666666666665,1944.4444444444446,25205.909404689526,30
