TOKEN_ID,TOKEN_NAME,Accessory,Background,Beard,Clothes,Eyes,Glasses,Hair,Hat,Body,Head,Moon,Mouth,Unique,NUM_TRAITS,RARITY_SCORE,Rank
4015,Punk Vampire,6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,42614.4,3804.8571428571427,63705.106590703544,1
6750,Nosferatu,6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,42614.4,3804.8571428571427,63705.106590703544,2
3468,The Impaler,6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,42614.4,3804.8571428571427,63705.106590703544,3
3044,Killer Clown,6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,42614.4,3804.8571428571427,63705.106590703544,4
5304,Ancient Count,6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,42614.4,3804.8571428571427,63705.106590703544,5
2173,Vampire Lord,6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,42614.4,3804.8571428571427,63705.106590703544,6
604,Vampire Nun,6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,42614.4,3804.8571428571427,63705.106590703544,7
7086,Vampire Slayer,6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,42614.4,3804.8571428571427,63705.106590703544,8
5868,Bat (8 of 8),6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,5326.8,3804.8571428571427,26417.50659070354,9
8078,Bat (3 of 8),6.934583089240383,1566.705882352941,14.84305120167189,26.42261904761905,1664.625,13.823277539898793,338.20952380952383,4.360510805500983,2663.4,2663.4,6658.5,1664.625,5326.8,3804.8571428571427,26417.50659070354,10
