TOKEN_ID,TOKEN_NAME,Background,Skin Color,Eyes,Eye color,Clothes,Head,Mouth,Lips Color,Piercing,Necklace,Earrings,Glasses,Tattoo,Skin Feature,Makeup,NUM_TRAITS,RARITY_SCORE,Rank
10,Crypto Chick #10,18076.923076923078,16.760573425575924,117500.0,29375.0,11463.41463414634,10000.0,47.64801297648013,66.9897377423033,15.495186601608864,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,6.570853372106028,58750.0,245371.80531381478,1
9,Crypto Chick #9,18076.923076923078,67142.85714285714,38.14935064935065,29375.0,11463.41463414634,10000.0,45.59565386107877,58750.0,69.69157769869514,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,6.570853372106028,24.21681780708986,195045.42234594218,2
5,Crypto Chick #5,18076.923076923078,44.05699287589051,38.14935064935065,27.40205223880597,11463.41463414634,10000.0,44.81311975591152,66.9897377423033,15.495186601608864,5.844244662463785,27.853502429773613,27647.05882352941,58750.0,26.044552809486866,6.570853372106028,24.39784053156146,126265.01396826807,3
6,Crypto Chick #6,18076.923076923078,16.760573425575924,20.199415506274715,26.2042818911686,11463.41463414634,10000.0,15.691773504273506,28.367938194109122,15.495186601608864,42727.27272727273,8.548874095092582,27647.05882352941,7.9715061058344645,26.044552809486866,6.570853372106028,15.878378378378379,110102.40259575547,4
0,Crypto Chick #0,18076.923076923078,50.67385444743935,38.14935064935065,29375.0,11463.41463414634,10000.0,39166.66666666667,33.21085358959865,15.495186601608864,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,6.570853372106028,127.16450216450218,108406.27221718797,5
3627,Crypto Chick #3627,18076.923076923078,50.67385444743935,38.14935064935065,27.40205223880597,11463.41463414634,10000.0,44.81311975591152,58750.0,15.495186601608864,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,317.5675675675676,127.16450216450218,98964.6065831219,6
1534,Crypto Chick #1534,18076.923076923078,47.92495156520853,38.14935064935065,27.40205223880597,11463.41463414634,12.391573729863694,44.81311975591152,33.21085358959865,15.495186601608864,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,58750.0,24.21681780708986,88586.94485563412,7
7,Crypto Chick #7,18076.923076923078,47.92495156520853,38.14935064935065,27.073732718894014,11463.41463414634,10000.0,48.175481754817554,28.367938194109122,15.495186601608864,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,6.570853372106028,127.16450216450218,39932.26294671728,8
7554,Crypto Chick #7554,18076.923076923078,44.05699287589051,20.199415506274715,26.2042818911686,11463.41463414634,10000.0,44.81311975591152,33.21085358959865,15.495186601608864,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,6.570853372106028,127.16450216450218,39911.05615545374,9
768,Crypto Chick #768,18076.923076923078,16.760573425575924,38.14935064935065,27.073732718894014,11463.41463414634,10000.0,48.175481754817554,28.367938194109122,15.495186601608864,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,6.570853372106028,127.16450216450218,39901.09856857765,10
1,Crypto Chick #1,18076.923076923078,43.54270891235872,20.199415506274715,466.2698412698413,11463.41463414634,47.39336492890995,45.01915708812261,32.53045404208195,317.5675675675676,5.844244662463785,8.548874095092582,4.594060954391726,7.9715061058344645,26.044552809486866,6.570853372106028,24.21681780708986,30596.651130191032,11
5307,Crypto Chick #5307,27.81065088757396,16.760573425575924,106.62431941923775,458.984375,34.52835733176609,41.1522633744856,43.18265343623668,34.097504352872896,317.5675675675676,170.9090909090909,8.548874095092582,100.53475935828877,132.02247191011236,240.532241555783,351.79640718562877,3916.6666666666665,6001.718776475979,12
